card_idx,card_badge,card_label,card_l3,existing_refs,card_tags,paper_rank,paper_title,paper_year,paper_type,paper_url,paper_doi,paper_score,paper_citations,match_score,match_tags
50,PHYSBENCH-REF-0027,엔드이펙터 속도 초과 (Excessive end-effector velocity),로봇 제어(Robot Control),1,collision;hrc,46,Safety assurance mechanisms of collaborative robotic systems in manufacturing,2021,paper,https://doi.org/10.1016/j.rcim.2020.102022,10.1016/j.rcim.2020.102022,108.966,201,0.5138,collision;hrc
50,PHYSBENCH-REF-0027,엔드이펙터 속도 초과 (Excessive end-effector velocity),로봇 제어(Robot Control),1,collision;hrc,22,On infusing reachability-based safety assurance within planning frameworks for human–robot vehicle interactions,2020,paper,https://doi.org/10.1177/0278364920950795,10.1177/0278364920950795,115.946,93,0.5015,collision;hrc
52,PHYSBENCH-REF-0029,금지 대상 충돌 (Forbidden-object collision),로봇 제어(Robot Control),2,collision;manipulation,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.5548,collision;manipulation
52,PHYSBENCH-REF-0029,금지 대상 충돌 (Forbidden-object collision),로봇 제어(Robot Control),2,collision;manipulation,112,iADA*-RL: Anytime Graph-Based Path Planning with Deep Reinforcement Learning for an Autonomous UAV,2021,paper,https://openalex.org/W3159605226,10.3390/app11093948,101.059,54,0.4827,collision;manipulation
53,PHYSBENCH-REF-0053,장애물 개입 충돌 (Obstacle intervention collision),로봇 제어(Robot Control),2,collision;manipulation;perception;reliability,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.5585,collision;manipulation
53,PHYSBENCH-REF-0053,장애물 개입 충돌 (Obstacle intervention collision),로봇 제어(Robot Control),2,collision;manipulation;perception;reliability,144,"A review of perception sensors, techniques, and hardware architectures for autonomous low-altitude UAVs in non-cooperative local obstacle avoidance",2024,paper,https://doi.org/10.1016/j.robot.2024.104629,10.1016/j.robot.2024.104629,99.209,40,0.5424,collision;perception
54,PHYSBENCH-REF-0055,제어 장벽 함수 실패 (Control barrier function safety-filter failure),로봇 제어(Robot Control),1,control_validation;perception;reliability,63,Safe Learning for Control using Control Lyapunov Functions and Control Barrier Functions: A Review,2021,paper,https://doi.org/10.1016/j.procs.2021.09.173,10.1016/j.procs.2021.09.173,106.511,33,0.4473,control_validation
54,PHYSBENCH-REF-0055,제어 장벽 함수 실패 (Control barrier function safety-filter failure),로봇 제어(Robot Control),1,control_validation;perception;reliability,13,A survey of uncertainty in deep neural networks,2023,paper,https://doi.org/10.1007/s10462-023-10562-9,10.1007/s10462-023-10562-9,119.867,839,0.3958,reliability
55,PHYSBENCH-REF-0056,VLA 조작 제약 위반 (VLA manipulation constraint violation),로봇 제어(Robot Control),2,control_validation;manipulation;perception;agent_llm,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.5424,control_validation;manipulation
55,PHYSBENCH-REF-0056,VLA 조작 제약 위반 (VLA manipulation constraint violation),로봇 제어(Robot Control),2,control_validation;manipulation;perception;agent_llm,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.5066,manipulation;perception
56,PHYSBENCH-REF-0061,접촉 조작 힘 감지 실패 (Contact-rich manipulation force-sensing failure),로봇 제어(Robot Control),2,manipulation;perception;reliability,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.5533,manipulation;perception
56,PHYSBENCH-REF-0061,접촉 조작 힘 감지 실패 (Contact-rich manipulation force-sensing failure),로봇 제어(Robot Control),2,manipulation;perception;reliability,164,Deep reinforcement learning for drone navigation using sensor data,2020,paper,https://doi.org/10.1007/s00521-020-05097-x,10.1007/s00521-020-05097-x,97.886,169,0.4927,manipulation;perception
57,PHYSBENCH-REF-0066,전신 이동 충돌 위험 (Whole-body locomotion collision risk),로봇 제어(Robot Control),2,collision;control_validation;manipulation;humanoid;hrc,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.728,collision;control_validation;manipulation
57,PHYSBENCH-REF-0066,전신 이동 충돌 위험 (Whole-body locomotion collision risk),로봇 제어(Robot Control),2,collision;control_validation;manipulation;humanoid;hrc,100,Multi-contact planning and control for humanoid robots: Design and validation of a complete framework,2023,paper,https://doi.org/10.1016/j.robot.2023.104448,10.1016/j.robot.2023.104448,101.966,19,0.6948,control_validation;humanoid;manipulation
58,PHYSBENCH-REF-0068,정밀 휴머노이드 접촉력 위험 (Dexterous humanoid contact-force risk),로봇 제어(Robot Control),2,manipulation;humanoid,100,Multi-contact planning and control for humanoid robots: Design and validation of a complete framework,2023,paper,https://doi.org/10.1016/j.robot.2023.104448,10.1016/j.robot.2023.104448,101.966,19,0.5273,humanoid;manipulation
58,PHYSBENCH-REF-0068,정밀 휴머노이드 접촉력 위험 (Dexterous humanoid contact-force risk),로봇 제어(Robot Control),2,manipulation;humanoid,152,Force Tracking Impedance Control of Robot Manipulators Under Unknown Environment,2004,paper,https://openalex.org/W2169440744,10.1109/tcst.2004.824320,98.756,471,0.3897,manipulation
59,PHYSBENCH-REF-0069,전신 도달 한계 위반 (Whole-body reach-limit violation),로봇 제어(Robot Control),2,collision;manipulation;humanoid;reliability,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.5402,collision;manipulation
59,PHYSBENCH-REF-0069,전신 도달 한계 위반 (Whole-body reach-limit violation),로봇 제어(Robot Control),2,collision;manipulation;humanoid;reliability,100,Multi-contact planning and control for humanoid robots: Design and validation of a complete framework,2023,paper,https://doi.org/10.1016/j.robot.2023.104448,10.1016/j.robot.2023.104448,101.966,19,0.5012,humanoid;manipulation
60,PHYSBENCH-REF-0072,휴머노이드 안전 모니터 실패 (Humanoid safety monitor failure),로봇 제어(Robot Control),2,manipulation;humanoid;reliability;control_validation,100,Multi-contact planning and control for humanoid robots: Design and validation of a complete framework,2023,paper,https://doi.org/10.1016/j.robot.2023.104448,10.1016/j.robot.2023.104448,101.966,19,0.6663,control_validation;humanoid;manipulation
60,PHYSBENCH-REF-0072,휴머노이드 안전 모니터 실패 (Humanoid safety monitor failure),로봇 제어(Robot Control),2,manipulation;humanoid;reliability;control_validation,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.547,control_validation;manipulation
61,PHYSBENCH-REF-0079,이동형 양팔 협조 실패 (Mobile bimanual coordination failure),로봇 제어(Robot Control),1,collision;manipulation;reliability,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.5449,collision;manipulation
61,PHYSBENCH-REF-0079,이동형 양팔 협조 실패 (Mobile bimanual coordination failure),로봇 제어(Robot Control),1,collision;manipulation;reliability,112,iADA*-RL: Anytime Graph-Based Path Planning with Deep Reinforcement Learning for an Autonomous UAV,2021,paper,https://openalex.org/W3159605226,10.3390/app11093948,101.059,54,0.4824,collision;manipulation
62,PHYSBENCH-REF-0080,가정 환경 양팔 조작 위험 (Home-environment bimanual manipulation hazard),로봇 제어(Robot Control),1,manipulation;hrc,135,The path towards contact-based physical human–robot interaction,2024,paper,https://doi.org/10.1016/j.robot.2024.104829,10.1016/j.robot.2024.104829,99.865,25,0.4725,hrc;manipulation
62,PHYSBENCH-REF-0080,가정 환경 양팔 조작 위험 (Home-environment bimanual manipulation hazard),로봇 제어(Robot Control),1,manipulation;hrc,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.3636,manipulation
63,PHYSBENCH-REF-0083,휴머노이드 보행 강건성 실패 (Humanoid gait robustness failure),로봇 제어(Robot Control),2,humanoid;reliability,13,A survey of uncertainty in deep neural networks,2023,paper,https://doi.org/10.1007/s10462-023-10562-9,10.1007/s10462-023-10562-9,119.867,839,0.3632,reliability
64,PHYSBENCH-REF-0085,가정 장기 계획 조작 위험 (Household long-horizon manipulation risk),로봇 제어(Robot Control),1,collision;manipulation,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.5397,collision;manipulation
64,PHYSBENCH-REF-0085,가정 장기 계획 조작 위험 (Household long-horizon manipulation risk),로봇 제어(Robot Control),1,collision;manipulation,112,iADA*-RL: Anytime Graph-Based Path Planning with Deep Reinforcement Learning for an Autonomous UAV,2021,paper,https://openalex.org/W3159605226,10.3390/app11093948,101.059,54,0.4704,collision;manipulation
65,PHYSBENCH-REF-0088,이동-조작 통합 실패 (Locomotion-integrated manipulation failure),로봇 제어(Robot Control),1,manipulation;humanoid;reliability,100,Multi-contact planning and control for humanoid robots: Design and validation of a complete framework,2023,paper,https://doi.org/10.1016/j.robot.2023.104448,10.1016/j.robot.2023.104448,101.966,19,0.5058,humanoid;manipulation
65,PHYSBENCH-REF-0088,이동-조작 통합 실패 (Locomotion-integrated manipulation failure),로봇 제어(Robot Control),1,manipulation;humanoid;reliability,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.3772,manipulation
66,PHYSBENCH-REF-0104,휴머노이드 충돌력 초과 (Humanoid collision-force exceedance),로봇 제어(Robot Control),1,collision;manipulation;humanoid,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.5501,collision;manipulation
66,PHYSBENCH-REF-0104,휴머노이드 충돌력 초과 (Humanoid collision-force exceedance),로봇 제어(Robot Control),1,collision;manipulation;humanoid,100,Multi-contact planning and control for humanoid robots: Design and validation of a complete framework,2023,paper,https://doi.org/10.1016/j.robot.2023.104448,10.1016/j.robot.2023.104448,101.966,19,0.5,humanoid;manipulation
67,PHYSBENCH-REF-0105,휴머노이드 파지력 초과 (Humanoid grip-force exceedance),로봇 제어(Robot Control),1,manipulation;humanoid;hrc,100,Multi-contact planning and control for humanoid robots: Design and validation of a complete framework,2023,paper,https://doi.org/10.1016/j.robot.2023.104448,10.1016/j.robot.2023.104448,101.966,19,0.5081,humanoid;manipulation
67,PHYSBENCH-REF-0105,휴머노이드 파지력 초과 (Humanoid grip-force exceedance),로봇 제어(Robot Control),1,manipulation;humanoid;hrc,135,The path towards contact-based physical human–robot interaction,2024,paper,https://doi.org/10.1016/j.robot.2024.104829,10.1016/j.robot.2024.104829,99.865,25,0.4901,hrc;manipulation
68,PHYSBENCH-REF-0106,휴머노이드 보행 속도 초과 (Humanoid walking-speed safety gap),로봇 제어(Robot Control),1,collision;humanoid;autonomous_vehicle;hrc,22,On infusing reachability-based safety assurance within planning frameworks for human–robot vehicle interactions,2020,paper,https://doi.org/10.1177/0278364920950795,10.1177/0278364920950795,115.946,93,0.6925,autonomous_vehicle;collision;hrc
68,PHYSBENCH-REF-0106,휴머노이드 보행 속도 초과 (Humanoid walking-speed safety gap),로봇 제어(Robot Control),1,collision;humanoid;autonomous_vehicle;hrc,39,Local Path Planning for Off-Road Autonomous Driving With Avoidance of Static Obstacles,2012,paper,https://openalex.org/W2032325911,10.1109/tits.2012.2198214,109.841,348,0.5443,autonomous_vehicle;collision
69,PHYSRISK-REF-0008,비안전 궤적 생성 (Unsafe trajectory generation),로봇 제어(Robot Control),2,collision;autonomous_vehicle;hrc,22,On infusing reachability-based safety assurance within planning frameworks for human–robot vehicle interactions,2020,paper,https://doi.org/10.1177/0278364920950795,10.1177/0278364920950795,115.946,93,0.7031,autonomous_vehicle;collision;hrc
69,PHYSRISK-REF-0008,비안전 궤적 생성 (Unsafe trajectory generation),로봇 제어(Robot Control),2,collision;autonomous_vehicle;hrc,39,Local Path Planning for Off-Road Autonomous Driving With Avoidance of Static Obstacles,2012,paper,https://openalex.org/W2032325911,10.1109/tits.2012.2198214,109.841,348,0.537,autonomous_vehicle;collision
70,PHYSRISK-REF-0009,동적 장애물 반응 실패 (Dynamic obstacle response failure),로봇 제어(Robot Control),3,collision;autonomous_vehicle;reliability,39,Local Path Planning for Off-Road Autonomous Driving With Avoidance of Static Obstacles,2012,paper,https://openalex.org/W2032325911,10.1109/tits.2012.2198214,109.841,348,0.5813,autonomous_vehicle;collision
71,PHYSRISK-REF-0010,비상 정지·안전 상태 전환 실패 (Emergency stop or safe-state failure),로봇 제어(Robot Control),2,perception;reliability,13,A survey of uncertainty in deep neural networks,2023,paper,https://doi.org/10.1007/s10462-023-10562-9,10.1007/s10462-023-10562-9,119.867,839,0.3667,reliability
71,PHYSRISK-REF-0010,비상 정지·안전 상태 전환 실패 (Emergency stop or safe-state failure),로봇 제어(Robot Control),2,perception;reliability,98,A High-Speed Sliding-Mode Observer for the Sensorless Speed Control of a PMSM,2010,paper,https://openalex.org/W2169519990,10.1109/tie.2010.2098357,102.0,707,0.3507,perception
72,PHYSRISK-REF-0011,속도·힘 한계 위반 (Speed and force limit violation),로봇 제어(Robot Control),2,manipulation;hrc,135,The path towards contact-based physical human–robot interaction,2024,paper,https://doi.org/10.1016/j.robot.2024.104829,10.1016/j.robot.2024.104829,99.865,25,0.484,hrc;manipulation
72,PHYSRISK-REF-0011,속도·힘 한계 위반 (Speed and force limit violation),로봇 제어(Robot Control),2,manipulation;hrc,152,Force Tracking Impedance Control of Robot Manipulators Under Unknown Environment,2004,paper,https://openalex.org/W2169440744,10.1109/tcst.2004.824320,98.756,471,0.396,manipulation
73,PHYSRISK-REF-0012,파지력 상해 (Grasp force injury),로봇 제어(Robot Control),1,manipulation;hrc,135,The path towards contact-based physical human–robot interaction,2024,paper,https://doi.org/10.1016/j.robot.2024.104829,10.1016/j.robot.2024.104829,99.865,25,0.4689,hrc;manipulation
73,PHYSRISK-REF-0012,파지력 상해 (Grasp force injury),로봇 제어(Robot Control),1,manipulation;hrc,152,Force Tracking Impedance Control of Robot Manipulators Under Unknown Environment,2004,paper,https://openalex.org/W2169440744,10.1109/tcst.2004.824320,98.756,471,0.3872,manipulation
75,PHYSRISK-REF-0014,정밀 운동 제어 불안정성 (Fine motor control instability),로봇 제어(Robot Control),1,manipulation;surgery_care,180,"A Safe, high-precision reinforcement learning-based optimal control of surgical continuum robots: A monotone tube boundary approach with prescribed-time control capability",2025,paper,https://doi.org/10.1016/j.robot.2025.104992,10.1016/j.robot.2025.104992,97.183,10,0.4968,manipulation;surgery_care
75,PHYSRISK-REF-0014,정밀 운동 제어 불안정성 (Fine motor control instability),로봇 제어(Robot Control),1,manipulation;surgery_care,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.3767,manipulation
76,PHYSCONN-REF-001,통신 단절 및 제어 링크 손실 (Communication dropout and control-link loss),로봇 제어(Robot Control),2,control_validation;perception;autonomous_vehicle,10,Explainable Artificial Intelligence (XAI) for Intrusion Detection and Mitigation in Intelligent Connected Vehicles: A Review,2023,paper,https://openalex.org/W4317207036,10.3390/app13031252,120.633,170,0.5246,autonomous_vehicle;perception
76,PHYSCONN-REF-001,통신 단절 및 제어 링크 손실 (Communication dropout and control-link loss),로봇 제어(Robot Control),2,control_validation;perception;autonomous_vehicle,70,"Vehicle-to-everything (V2X) in the autonomous vehicles domain – A technical review of communication, sensor, and AI technologies for road user safety",2023,paper,https://doi.org/10.1016/j.trip.2023.100980,10.1016/j.trip.2023.100980,105.714,144,0.5224,autonomous_vehicle;perception
77,PHYSCONN-REF-002,원격 조작 지연 및 불안정성 (Teleoperation latency and instability),로봇 제어(Robot Control),1,hrc;manipulation,135,The path towards contact-based physical human–robot interaction,2024,paper,https://doi.org/10.1016/j.robot.2024.104829,10.1016/j.robot.2024.104829,99.865,25,0.4754,hrc;manipulation
77,PHYSCONN-REF-002,원격 조작 지연 및 불안정성 (Teleoperation latency and instability),로봇 제어(Robot Control),1,hrc;manipulation,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.3721,manipulation
78,PHYSCONN-REF-005,인지·추론 지연 급증 (Perception and inference latency spike),로봇 제어(Robot Control),2,perception,111,"A systematic review of trustworthy and explainable artificial intelligence in healthcare: Assessment of quality, bias risk, and data fusion",2023,paper,https://doi.org/10.1016/j.inffus.2023.03.008,10.1016/j.inffus.2023.03.008,101.09,407,0.3544,perception
78,PHYSCONN-REF-005,인지·추론 지연 급증 (Perception and inference latency spike),로봇 제어(Robot Control),2,perception,98,A High-Speed Sliding-Mode Observer for the Sensorless Speed Control of a PMSM,2010,paper,https://openalex.org/W2169519990,10.1109/tie.2010.2098357,102.0,707,0.3533,perception
79,PHYSBENCH-REF-0075,원격 조작 휴머노이드 리스크 (Teleoperated humanoid safety override failure),로봇 제어(Robot Control),1,humanoid;reliability;manipulation;perception,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.5062,manipulation;perception
79,PHYSBENCH-REF-0075,원격 조작 휴머노이드 리스크 (Teleoperated humanoid safety override failure),로봇 제어(Robot Control),1,humanoid;reliability;manipulation;perception,164,Deep reinforcement learning for drone navigation using sensor data,2020,paper,https://doi.org/10.1007/s00521-020-05097-x,10.1007/s00521-020-05097-x,97.886,169,0.4893,manipulation;perception
80,PHYSRISK-REF-0020,실시간 지연 및 동기화 실패 (Real-time latency and synchronization failure),로봇 제어(Robot Control),1,autonomous_vehicle;drone;perception;reliability;surgery_care,134,"In-depth review of AI-enabled unmanned aerial vehicles: trends, vision, and challenges",2024,paper,https://doi.org/10.1007/s44163-024-00209-1,10.1007/s44163-024-00209-1,99.91,51,0.666,autonomous_vehicle;drone;perception
80,PHYSRISK-REF-0020,실시간 지연 및 동기화 실패 (Real-time latency and synchronization failure),로봇 제어(Robot Control),1,autonomous_vehicle;drone;perception;reliability;surgery_care,61,Towards the Unmanned Aerial Vehicles (UAVs): A Comprehensive Review,2022,paper,https://openalex.org/W4282970004,10.3390/drones6060147,106.723,824,0.5707,autonomous_vehicle;drone
81,PHYSRISK-REF-0041,산업 공정 피해 (Industrial process damage),로봇 제어(Robot Control),2,reliability,13,A survey of uncertainty in deep neural networks,2023,paper,https://doi.org/10.1007/s10462-023-10562-9,10.1007/s10462-023-10562-9,119.867,839,0.3643,reliability
81,PHYSRISK-REF-0041,산업 공정 피해 (Industrial process damage),로봇 제어(Robot Control),2,reliability,1,A deep learning-enhanced Digital Twin framework for improving safety and reliability in human-robot collaborative manufacturing,2024,paper,https://doi.org/10.1016/j.rcim.2023.102608,10.1016/j.rcim.2023.102608,133.676,110,0.353,reliability
82,PHYSBENCH-REF-0067,휴머노이드 자기 충돌 위험 (Humanoid self-collision risk),로봇 제어(Robot Control),1,collision;humanoid;trust_ethics;reliability,1,A deep learning-enhanced Digital Twin framework for improving safety and reliability in human-robot collaborative manufacturing,2024,paper,https://doi.org/10.1016/j.rcim.2023.102608,10.1016/j.rcim.2023.102608,133.676,110,0.5304,reliability;trust_ethics
82,PHYSBENCH-REF-0067,휴머노이드 자기 충돌 위험 (Humanoid self-collision risk),로봇 제어(Robot Control),1,collision;humanoid;trust_ethics;reliability,4,Domestic Humanoid Robot Safety Standards Are Shifting,2026,report,https://spectrum.ieee.org/domestic-humanoid-robot-safety-standards,,126.0,0,0.507,humanoid;trust_ethics
83,PHYSBENCH-REF-0074,안전 제어 지연 위험 (Safe-control latency risk),로봇 제어(Robot Control),2,collision;control_validation;manipulation;humanoid,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.7488,collision;control_validation;manipulation
83,PHYSBENCH-REF-0074,안전 제어 지연 위험 (Safe-control latency risk),로봇 제어(Robot Control),2,collision;control_validation;manipulation;humanoid,100,Multi-contact planning and control for humanoid robots: Design and validation of a complete framework,2023,paper,https://doi.org/10.1016/j.robot.2023.104448,10.1016/j.robot.2023.104448,101.966,19,0.664,control_validation;humanoid;manipulation
84,PHYSRISK-REF-0044,현장 무기 부착 휴머노이드 (Field weapon attachment to humanoid),물리적 공격(Physical Attacks),1,cps_security;humanoid,16,"Smart Contract Privacy Protection Using AI in Cyber-Physical Systems: Tools, Techniques and Challenges",2020,paper,https://openalex.org/W3003326204,10.1109/access.2020.2970576,117.799,253,0.3578,cps_security
84,PHYSRISK-REF-0044,현장 무기 부착 휴머노이드 (Field weapon attachment to humanoid),물리적 공격(Physical Attacks),1,cps_security;humanoid,10,Explainable Artificial Intelligence (XAI) for Intrusion Detection and Mitigation in Intelligent Connected Vehicles: A Review,2023,paper,https://openalex.org/W4317207036,10.3390/app13031252,120.633,170,0.3545,cps_security
85,PHYSBENCH-REF-0043,로봇 백도어 공격 취약성 (Robotic backdoor attack vulnerability),사이버보안 위협(Cybersecurity Threats),1,cps_security,16,"Smart Contract Privacy Protection Using AI in Cyber-Physical Systems: Tools, Techniques and Challenges",2020,paper,https://openalex.org/W3003326204,10.1109/access.2020.2970576,117.799,253,0.3434,cps_security
85,PHYSBENCH-REF-0043,로봇 백도어 공격 취약성 (Robotic backdoor attack vulnerability),사이버보안 위협(Cybersecurity Threats),1,cps_security,47,Unsupervised Machine Learning-Based Detection of Covert Data Integrity Assault in Smart Grid Networks Utilizing Isolation Forest,2019,paper,https://openalex.org/W2918639172,10.1109/tifs.2019.2902822,108.905,273,0.3429,cps_security
86,PHYSRISK-REF-0029,로봇 군집 하이재킹 (Fleet hijacking),사이버보안 위협(Cybersecurity Threats),2,autonomous_vehicle;drone;cps_security,61,Towards the Unmanned Aerial Vehicles (UAVs): A Comprehensive Review,2022,paper,https://openalex.org/W4282970004,10.3390/drones6060147,106.723,824,0.5509,autonomous_vehicle;drone
86,PHYSRISK-REF-0029,로봇 군집 하이재킹 (Fleet hijacking),사이버보안 위협(Cybersecurity Threats),2,autonomous_vehicle;drone;cps_security,55,Mobile Unmanned Aerial Vehicles (UAVs) for Energy-Efficient Internet of Things Communications,2017,paper,https://openalex.org/W2604830243,10.1109/twc.2017.2751045,107.5,1099,0.5375,autonomous_vehicle;drone
87,PHYSRISK-REF-0031,핵심 인프라 로봇 파괴 (Critical infrastructure robotic sabotage),사이버보안 위협(Cybersecurity Threats),1,cps_security;reliability,13,A survey of uncertainty in deep neural networks,2023,paper,https://doi.org/10.1007/s10462-023-10562-9,10.1007/s10462-023-10562-9,119.867,839,0.3642,reliability
87,PHYSRISK-REF-0031,핵심 인프라 로봇 파괴 (Critical infrastructure robotic sabotage),사이버보안 위협(Cybersecurity Threats),1,cps_security;reliability,16,"Smart Contract Privacy Protection Using AI in Cyber-Physical Systems: Tools, Techniques and Challenges",2020,paper,https://openalex.org/W3003326204,10.1109/access.2020.2970576,117.799,253,0.3478,cps_security
88,PHYSRISK-REF-0027,센서 스푸핑 및 신호 주입 (Sensor spoofing and signal injection),사이버보안 위협(Cybersecurity Threats),1,cps_security;manipulation;perception,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.5348,manipulation;perception
88,PHYSRISK-REF-0027,센서 스푸핑 및 신호 주입 (Sensor spoofing and signal injection),사이버보안 위협(Cybersecurity Threats),1,cps_security;manipulation;perception,10,Explainable Artificial Intelligence (XAI) for Intrusion Detection and Mitigation in Intelligent Connected Vehicles: A Review,2023,paper,https://openalex.org/W4317207036,10.3390/app13031252,120.633,170,0.517,cps_security;perception
89,PHYSCONN-REF-007,부하 시 열·전력 쓰로틀링 (Thermal and power throttling under load),하드웨어·기계적 결함(Hardware & Mechanical Failures),1,control_validation;reliability,13,A survey of uncertainty in deep neural networks,2023,paper,https://doi.org/10.1007/s10462-023-10562-9,10.1007/s10462-023-10562-9,119.867,839,0.368,reliability
89,PHYSCONN-REF-007,부하 시 열·전력 쓰로틀링 (Thermal and power throttling under load),하드웨어·기계적 결함(Hardware & Mechanical Failures),1,control_validation;reliability,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.3612,control_validation
90,PHYSBENCH-REF-0016,하드웨어 한계 리스크 (Embodiment-specific hardware limitation failure),하드웨어·기계적 결함(Hardware & Mechanical Failures),1,reliability,13,A survey of uncertainty in deep neural networks,2023,paper,https://doi.org/10.1007/s10462-023-10562-9,10.1007/s10462-023-10562-9,119.867,839,0.3668,reliability
91,PHYSRISK-REF-0037,"배터리·에너지·환경 위험 (Battery, energy, and environmental hazards)",하드웨어·기계적 결함(Hardware & Mechanical Failures),1,reliability,13,A survey of uncertainty in deep neural networks,2023,paper,https://doi.org/10.1007/s10462-023-10562-9,10.1007/s10462-023-10562-9,119.867,839,0.3697,reliability
92,PHYSBENCH-REF-0103,가정 안전 가드레일 실패 (Real-time household guardrail failure),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),1,reliability;agent_llm,13,A survey of uncertainty in deep neural networks,2023,paper,https://doi.org/10.1007/s10462-023-10562-9,10.1007/s10462-023-10562-9,119.867,839,0.3691,reliability
92,PHYSBENCH-REF-0103,가정 안전 가드레일 실패 (Real-time household guardrail failure),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),1,reliability;agent_llm,73,On the Opportunities and Risks of Foundation Models,2021,paper,http://arxiv.org/abs/2108.07258,10.48550/arxiv.2108.07258,104.6,2180,0.3463,agent_llm
93,PHYSRISK-REF-0038,자율주행차 충돌 위험 (Autonomous vehicle crash risk),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),3,autonomous_vehicle;perception;reliability;collision,39,Local Path Planning for Off-Road Autonomous Driving With Avoidance of Static Obstacles,2012,paper,https://openalex.org/W2032325911,10.1109/tits.2012.2198214,109.841,348,0.5637,autonomous_vehicle;collision
95,PHYSCONN-REF-006,온디바이스 연산·메모리 고갈 (On-device compute and memory exhaustion),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),1,perception;control_validation,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.3669,control_validation
95,PHYSCONN-REF-006,온디바이스 연산·메모리 고갈 (On-device compute and memory exhaustion),소프트웨어 취약점·설계 결함(Software Vulnerabilities & Design Flaws),1,perception;control_validation,111,"A systematic review of trustworthy and explainable artificial intelligence in healthcare: Assessment of quality, bias risk, and data fusion",2023,paper,https://doi.org/10.1016/j.inffus.2023.03.008,10.1016/j.inffus.2023.03.008,101.09,407,0.3588,perception
