card_badge,card_label,card_l3,existing_refs,paper_rank,paper_title,paper_year,paper_type,paper_url,paper_doi,paper_score,paper_citations,match_score,match_tags
PHYSBENCH-REF-0013,탑재 하중 제약 위반 (Payload constraint violation),로봇 제어 실패(Robot Control Failures),1,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.4489,control_validation;manipulation
PHYSBENCH-REF-0013,탑재 하중 제약 위반 (Payload constraint violation),로봇 제어 실패(Robot Control Failures),1,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.4197,control_validation;manipulation
PHYSBENCH-REF-0014,작업 공간 한계 위반 (Workspace limit violation),로봇 제어 실패(Robot Control Failures),1,17,"Artificial intelligence, machine learning and deep learning in advanced robotics, a review",2023,paper,https://doi.org/10.1016/j.cogr.2023.04.001,10.1016/j.cogr.2023.04.001,117.6,1029,0.3184,hrc
PHYSBENCH-REF-0014,작업 공간 한계 위반 (Workspace limit violation),로봇 제어 실패(Robot Control Failures),1,34,From high-touch to high-tech: COVID-19 drives robotics adoption,2020,paper,https://doi.org/10.1080/14616688.2020.1762118,10.1080/14616688.2020.1762118,111.277,577,0.3167,hrc
PHYSBENCH-REF-0015,허용 대상물 제약 위반 (Permissible object constraint violation),로봇 제어 실패(Robot Control Failures),1,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.5643,control_validation;manipulation;trust_ethics
PHYSBENCH-REF-0015,허용 대상물 제약 위반 (Permissible object constraint violation),로봇 제어 실패(Robot Control Failures),1,24,A Systematic Review of the Barriers to the Implementation of Artificial Intelligence in Healthcare,2023,paper,https://doi.org/10.7759/cureus.46454,10.7759/cureus.46454,115.698,266,0.5447,control_validation;manipulation;trust_ethics
PHYSBENCH-REF-0025,임계 이격 거리 위반 (Critical separation-distance violation),로봇 제어 실패(Robot Control Failures),3,34,From high-touch to high-tech: COVID-19 drives robotics adoption,2020,paper,https://doi.org/10.1080/14616688.2020.1762118,10.1080/14616688.2020.1762118,111.277,577,0.4472,collision;hrc
PHYSBENCH-REF-0025,임계 이격 거리 위반 (Critical separation-distance violation),로봇 제어 실패(Robot Control Failures),3,87,Experiences with an interactive museum tour-guide robot,1999,paper,https://doi.org/10.1016/s0004-3702(99)00070-3,10.1016/s0004-3702(99)00070-3,103.071,406,0.4429,collision;hrc
PHYSBENCH-REF-0026,위험 도구 작업 공간 침입 (Hazardous-tool workspace intrusion),로봇 제어 실패(Robot Control Failures),1,170,Ethics of artificial intelligence and robotics,2020,paper,https://research.tue.nl/en/publications/3aa734f3-c4a0-4132-b514-cb84b4b0bb91,,97.595,325,0.6457,cps_security;hrc;manipulation;privacy
PHYSBENCH-REF-0026,위험 도구 작업 공간 침입 (Hazardous-tool workspace intrusion),로봇 제어 실패(Robot Control Failures),1,194,ACWGAN-GP for milling tool breakage monitoring with imbalanced data,2024,paper,https://doi.org/10.1016/j.rcim.2023.102624,10.1016/j.rcim.2023.102624,96.703,55,0.64,cps_security;hrc;manipulation;privacy
PHYSBENCH-REF-0027,엔드이펙터 속도 초과 (Excessive end-effector velocity),로봇 제어 실패(Robot Control Failures),1,109,Proprioceptive Actuator Design in the MIT Cheetah: Impact Mitigation and High-Bandwidth Physical Interaction for Dynamic Legged Robots,2017,paper,https://openalex.org/W2573227850,10.1109/tro.2016.2640183,101.427,452,0.5585,collision;hrc;manipulation
PHYSBENCH-REF-0027,엔드이펙터 속도 초과 (Excessive end-effector velocity),로봇 제어 실패(Robot Control Failures),1,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.5474,collision;hrc;manipulation
PHYSBENCH-REF-0028,조기 물체 해제 (Premature object release),로봇 제어 실패(Robot Control Failures),1,58,"A Review on Autonomous Vehicles: Progress, Methods and Challenges",2022,paper,https://openalex.org/W4285042965,10.3390/electronics11142162,106.874,478,0.4307,collision;manipulation
PHYSBENCH-REF-0028,조기 물체 해제 (Premature object release),로봇 제어 실패(Robot Control Failures),1,152,Force Tracking Impedance Control of Robot Manipulators Under Unknown Environment,2004,paper,https://openalex.org/W2169440744,10.1109/tcst.2004.824320,98.756,471,0.4294,collision;manipulation
PHYSBENCH-REF-0029,금지 대상 충돌 (Forbidden-object collision),로봇 제어 실패(Robot Control Failures),2,152,Force Tracking Impedance Control of Robot Manipulators Under Unknown Environment,2004,paper,https://openalex.org/W2169440744,10.1109/tcst.2004.824320,98.756,471,0.4364,collision;manipulation
PHYSBENCH-REF-0029,금지 대상 충돌 (Forbidden-object collision),로봇 제어 실패(Robot Control Failures),2,58,"A Review on Autonomous Vehicles: Progress, Methods and Challenges",2022,paper,https://openalex.org/W4285042965,10.3390/electronics11142162,106.874,478,0.434,collision;manipulation
PHYSBENCH-REF-0053,장애물 개입 충돌 (Obstacle intervention collision),로봇 제어 실패(Robot Control Failures),2,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.6731,collision;manipulation;perception;reliability
PHYSBENCH-REF-0053,장애물 개입 충돌 (Obstacle intervention collision),로봇 제어 실패(Robot Control Failures),2,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.6408,collision;manipulation;perception;reliability
PHYSBENCH-REF-0055,제어 장벽 함수 실패 (Control barrier function safety-filter failure),로봇 제어 실패(Robot Control Failures),1,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.5472,control_validation;perception;reliability
PHYSBENCH-REF-0055,제어 장벽 함수 실패 (Control barrier function safety-filter failure),로봇 제어 실패(Robot Control Failures),1,63,Safe Learning for Control using Control Lyapunov Functions and Control Barrier Functions: A Review,2021,paper,https://doi.org/10.1016/j.procs.2021.09.173,10.1016/j.procs.2021.09.173,106.511,33,0.5096,control_validation;reliability
PHYSBENCH-REF-0056,VLA 조작 제약 위반 (VLA manipulation constraint violation),로봇 제어 실패(Robot Control Failures),2,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.6667,agent_llm;control_validation;manipulation;perception
PHYSBENCH-REF-0056,VLA 조작 제약 위반 (VLA manipulation constraint violation),로봇 제어 실패(Robot Control Failures),2,191,DiffusionCLIP: Text-Guided Diffusion Models for Robust Image Manipulation,2022,paper,https://openalex.org/W4312740349,10.1109/cvpr52688.2022.00246,96.739,470,0.5753,agent_llm;manipulation;perception
PHYSBENCH-REF-0061,접촉 조작 힘 감지 실패 (Contact-rich manipulation force-sensing failure),로봇 제어 실패(Robot Control Failures),2,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.682,collision;manipulation;perception;reliability
PHYSBENCH-REF-0061,접촉 조작 힘 감지 실패 (Contact-rich manipulation force-sensing failure),로봇 제어 실패(Robot Control Failures),2,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.6657,collision;manipulation;perception;reliability
PHYSBENCH-REF-0066,전신 이동 충돌 위험 (Whole-body locomotion collision risk),로봇 제어 실패(Robot Control Failures),2,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.6839,collision;hrc;humanoid;manipulation
PHYSBENCH-REF-0066,전신 이동 충돌 위험 (Whole-body locomotion collision risk),로봇 제어 실패(Robot Control Failures),2,109,Proprioceptive Actuator Design in the MIT Cheetah: Impact Mitigation and High-Bandwidth Physical Interaction for Dynamic Legged Robots,2017,paper,https://openalex.org/W2573227850,10.1109/tro.2016.2640183,101.427,452,0.6809,collision;hrc;humanoid;manipulation
PHYSBENCH-REF-0068,정밀 휴머노이드 접촉력 위험 (Dexterous humanoid contact-force risk),로봇 제어 실패(Robot Control Failures),2,109,Proprioceptive Actuator Design in the MIT Cheetah: Impact Mitigation and High-Bandwidth Physical Interaction for Dynamic Legged Robots,2017,paper,https://openalex.org/W2573227850,10.1109/tro.2016.2640183,101.427,452,0.5776,collision;humanoid;manipulation
PHYSBENCH-REF-0068,정밀 휴머노이드 접촉력 위험 (Dexterous humanoid contact-force risk),로봇 제어 실패(Robot Control Failures),2,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.5451,collision;humanoid;manipulation
PHYSBENCH-REF-0069,전신 도달 한계 위반 (Whole-body reach-limit violation),로봇 제어 실패(Robot Control Failures),2,109,Proprioceptive Actuator Design in the MIT Cheetah: Impact Mitigation and High-Bandwidth Physical Interaction for Dynamic Legged Robots,2017,paper,https://openalex.org/W2573227850,10.1109/tro.2016.2640183,101.427,452,0.6644,collision;humanoid;manipulation;reliability
PHYSBENCH-REF-0069,전신 도달 한계 위반 (Whole-body reach-limit violation),로봇 제어 실패(Robot Control Failures),2,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.6602,collision;humanoid;manipulation;reliability
PHYSBENCH-REF-0072,휴머노이드 안전 모니터 실패 (Humanoid safety monitor failure),로봇 제어 실패(Robot Control Failures),2,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.5666,control_validation;manipulation;reliability
PHYSBENCH-REF-0072,휴머노이드 안전 모니터 실패 (Humanoid safety monitor failure),로봇 제어 실패(Robot Control Failures),2,62,Sliding mode control for trajectory tracking of nonholonomic wheeled mobile robots,1999,paper,https://openalex.org/W2127516259,10.1109/70.768190,106.616,633,0.5569,control_validation;humanoid;reliability
PHYSBENCH-REF-0079,이동형 양팔 협조 실패 (Mobile bimanual coordination failure),로봇 제어 실패(Robot Control Failures),1,152,Force Tracking Impedance Control of Robot Manipulators Under Unknown Environment,2004,paper,https://openalex.org/W2169440744,10.1109/tcst.2004.824320,98.756,471,0.5686,collision;manipulation;reliability
PHYSBENCH-REF-0079,이동형 양팔 협조 실패 (Mobile bimanual coordination failure),로봇 제어 실패(Robot Control Failures),1,109,Proprioceptive Actuator Design in the MIT Cheetah: Impact Mitigation and High-Bandwidth Physical Interaction for Dynamic Legged Robots,2017,paper,https://openalex.org/W2573227850,10.1109/tro.2016.2640183,101.427,452,0.554,collision;manipulation;reliability
PHYSBENCH-REF-0080,가정 환경 양팔 조작 위험 (Home-environment bimanual manipulation hazard),로봇 제어 실패(Robot Control Failures),1,17,"Artificial intelligence, machine learning and deep learning in advanced robotics, a review",2023,paper,https://doi.org/10.1016/j.cogr.2023.04.001,10.1016/j.cogr.2023.04.001,117.6,1029,0.4476,hrc;manipulation
PHYSBENCH-REF-0080,가정 환경 양팔 조작 위험 (Home-environment bimanual manipulation hazard),로봇 제어 실패(Robot Control Failures),1,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.4308,hrc;manipulation
PHYSBENCH-REF-0083,휴머노이드 보행 강건성 실패 (Humanoid gait robustness failure),로봇 제어 실패(Robot Control Failures),2,109,Proprioceptive Actuator Design in the MIT Cheetah: Impact Mitigation and High-Bandwidth Physical Interaction for Dynamic Legged Robots,2017,paper,https://openalex.org/W2573227850,10.1109/tro.2016.2640183,101.427,452,0.4351,humanoid;reliability
PHYSBENCH-REF-0083,휴머노이드 보행 강건성 실패 (Humanoid gait robustness failure),로봇 제어 실패(Robot Control Failures),2,62,Sliding mode control for trajectory tracking of nonholonomic wheeled mobile robots,1999,paper,https://openalex.org/W2127516259,10.1109/70.768190,106.616,633,0.4341,humanoid;reliability
PHYSBENCH-REF-0085,가정 장기 계획 조작 위험 (Household long-horizon manipulation risk),로봇 제어 실패(Robot Control Failures),1,58,"A Review on Autonomous Vehicles: Progress, Methods and Challenges",2022,paper,https://openalex.org/W4285042965,10.3390/electronics11142162,106.874,478,0.4298,collision;manipulation
PHYSBENCH-REF-0085,가정 장기 계획 조작 위험 (Household long-horizon manipulation risk),로봇 제어 실패(Robot Control Failures),1,152,Force Tracking Impedance Control of Robot Manipulators Under Unknown Environment,2004,paper,https://openalex.org/W2169440744,10.1109/tcst.2004.824320,98.756,471,0.4278,collision;manipulation
PHYSBENCH-REF-0088,이동-조작 통합 실패 (Locomotion-integrated manipulation failure),로봇 제어 실패(Robot Control Failures),1,109,Proprioceptive Actuator Design in the MIT Cheetah: Impact Mitigation and High-Bandwidth Physical Interaction for Dynamic Legged Robots,2017,paper,https://openalex.org/W2573227850,10.1109/tro.2016.2640183,101.427,452,0.6853,collision;humanoid;manipulation;reliability
PHYSBENCH-REF-0088,이동-조작 통합 실패 (Locomotion-integrated manipulation failure),로봇 제어 실패(Robot Control Failures),1,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.6421,collision;humanoid;manipulation;reliability
PHYSBENCH-REF-0104,휴머노이드 충돌력 초과 (Humanoid collision-force exceedance),로봇 제어 실패(Robot Control Failures),1,109,Proprioceptive Actuator Design in the MIT Cheetah: Impact Mitigation and High-Bandwidth Physical Interaction for Dynamic Legged Robots,2017,paper,https://openalex.org/W2573227850,10.1109/tro.2016.2640183,101.427,452,0.5634,collision;humanoid;manipulation
PHYSBENCH-REF-0104,휴머노이드 충돌력 초과 (Humanoid collision-force exceedance),로봇 제어 실패(Robot Control Failures),1,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.5271,collision;humanoid;manipulation
PHYSBENCH-REF-0105,휴머노이드 파지력 초과 (Humanoid grip-force exceedance),로봇 제어 실패(Robot Control Failures),1,109,Proprioceptive Actuator Design in the MIT Cheetah: Impact Mitigation and High-Bandwidth Physical Interaction for Dynamic Legged Robots,2017,paper,https://openalex.org/W2573227850,10.1109/tro.2016.2640183,101.427,452,0.6892,collision;hrc;humanoid;manipulation
PHYSBENCH-REF-0105,휴머노이드 파지력 초과 (Humanoid grip-force exceedance),로봇 제어 실패(Robot Control Failures),1,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.6469,collision;hrc;humanoid;manipulation
PHYSBENCH-REF-0106,휴머노이드 보행 속도 초과 (Humanoid walking-speed safety gap),로봇 제어 실패(Robot Control Failures),1,109,Proprioceptive Actuator Design in the MIT Cheetah: Impact Mitigation and High-Bandwidth Physical Interaction for Dynamic Legged Robots,2017,paper,https://openalex.org/W2573227850,10.1109/tro.2016.2640183,101.427,452,0.5669,collision;hrc;humanoid
PHYSBENCH-REF-0106,휴머노이드 보행 속도 초과 (Humanoid walking-speed safety gap),로봇 제어 실패(Robot Control Failures),1,34,From high-touch to high-tech: COVID-19 drives robotics adoption,2020,paper,https://doi.org/10.1080/14616688.2020.1762118,10.1080/14616688.2020.1762118,111.277,577,0.5638,collision;hrc;humanoid
PHYSRISK-REF-0008,비안전 궤적 생성 (Unsafe trajectory generation),로봇 제어 실패(Robot Control Failures),2,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.7919,autonomous_vehicle;collision;control_validation;hrc;manipulation
PHYSRISK-REF-0008,비안전 궤적 생성 (Unsafe trajectory generation),로봇 제어 실패(Robot Control Failures),2,22,On infusing reachability-based safety assurance within planning frameworks for human–robot vehicle interactions,2020,paper,https://doi.org/10.1177/0278364920950795,10.1177/0278364920950795,115.946,93,0.6458,autonomous_vehicle;collision;control_validation;hrc
PHYSRISK-REF-0009,동적 장애물 반응 실패 (Dynamic obstacle response failure),로봇 제어 실패(Robot Control Failures),3,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.6814,autonomous_vehicle;collision;manipulation;reliability
PHYSRISK-REF-0009,동적 장애물 반응 실패 (Dynamic obstacle response failure),로봇 제어 실패(Robot Control Failures),3,6,A Survey of Algorithms for Black-Box Safety Validation of Cyber-Physical Systems,2021,paper,https://www.jair.org/index.php/jair/article/view/12716,10.1613/JAIR.1.12716,124.883,106,0.6513,autonomous_vehicle;collision;manipulation;reliability
PHYSRISK-REF-0010,비상 정지·안전 상태 전환 실패 (Emergency stop or safe-state failure),로봇 제어 실패(Robot Control Failures),2,12,Deep Learning for Safe Autonomous Driving: Current Challenges and Future Directions,2020,paper,https://openalex.org/W3112288498,10.1109/tits.2020.3032227,120.308,609,0.4588,perception;reliability
PHYSRISK-REF-0010,비상 정지·안전 상태 전환 실패 (Emergency stop or safe-state failure),로봇 제어 실패(Robot Control Failures),2,13,A survey of uncertainty in deep neural networks,2023,paper,https://doi.org/10.1007/s10462-023-10562-9,10.1007/s10462-023-10562-9,119.867,839,0.4461,perception;reliability
PHYSRISK-REF-0011,속도·힘 한계 위반 (Speed and force limit violation),로봇 제어 실패(Robot Control Failures),2,109,Proprioceptive Actuator Design in the MIT Cheetah: Impact Mitigation and High-Bandwidth Physical Interaction for Dynamic Legged Robots,2017,paper,https://openalex.org/W2573227850,10.1109/tro.2016.2640183,101.427,452,0.4624,hrc;manipulation
PHYSRISK-REF-0011,속도·힘 한계 위반 (Speed and force limit violation),로봇 제어 실패(Robot Control Failures),2,17,"Artificial intelligence, machine learning and deep learning in advanced robotics, a review",2023,paper,https://doi.org/10.1016/j.cogr.2023.04.001,10.1016/j.cogr.2023.04.001,117.6,1029,0.4523,hrc;manipulation
PHYSRISK-REF-0012,파지력 상해 (Grasp force injury),로봇 제어 실패(Robot Control Failures),1,17,"Artificial intelligence, machine learning and deep learning in advanced robotics, a review",2023,paper,https://doi.org/10.1016/j.cogr.2023.04.001,10.1016/j.cogr.2023.04.001,117.6,1029,0.4398,hrc;manipulation
PHYSRISK-REF-0012,파지력 상해 (Grasp force injury),로봇 제어 실패(Robot Control Failures),1,109,Proprioceptive Actuator Design in the MIT Cheetah: Impact Mitigation and High-Bandwidth Physical Interaction for Dynamic Legged Robots,2017,paper,https://openalex.org/W2573227850,10.1109/tro.2016.2640183,101.427,452,0.4372,hrc;manipulation
PHYSRISK-REF-0013,탑재물 낙하·도구 사용 위험 (Payload drop or tool-use hazard),로봇 제어 실패(Robot Control Failures),1,42,Safe Learning in Robotics: From Learning-Based Control to Safe Reinforcement Learning,2022,paper,https://doi.org/10.1146/annurev-control-042920-020211,10.1146/annurev-control-042920-020211,109.335,574,0.3279,manipulation
PHYSRISK-REF-0013,탑재물 낙하·도구 사용 위험 (Payload drop or tool-use hazard),로봇 제어 실패(Robot Control Failures),1,17,"Artificial intelligence, machine learning and deep learning in advanced robotics, a review",2023,paper,https://doi.org/10.1016/j.cogr.2023.04.001,10.1016/j.cogr.2023.04.001,117.6,1029,0.3185,manipulation
PHYSRISK-REF-0014,정밀 운동 제어 불안정성 (Fine motor control instability),로봇 제어 실패(Robot Control Failures),1,43,3D printing for soft robotics – a review,2018,paper,https://openalex.org/W2792758432,10.1080/14686996.2018.1431862,109.303,418,0.4319,manipulation;surgery_care
PHYSRISK-REF-0014,정밀 운동 제어 불안정성 (Fine motor control instability),로봇 제어 실패(Robot Control Failures),1,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.4281,manipulation;surgery_care
PHYSCONN-REF-001,통신 단절 및 제어 링크 손실 (Communication dropout and control-link loss),로봇 제어 실패(Robot Control Failures),2,61,Towards the Unmanned Aerial Vehicles (UAVs): A Comprehensive Review,2022,paper,https://openalex.org/W4282970004,10.3390/drones6060147,106.723,824,0.5613,autonomous_vehicle;control_validation;perception
PHYSCONN-REF-001,통신 단절 및 제어 링크 손실 (Communication dropout and control-link loss),로봇 제어 실패(Robot Control Failures),2,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.5528,autonomous_vehicle;control_validation;perception
PHYSCONN-REF-002,원격 조작 지연 및 불안정성 (Teleoperation latency and instability),로봇 제어 실패(Robot Control Failures),1,17,"Artificial intelligence, machine learning and deep learning in advanced robotics, a review",2023,paper,https://doi.org/10.1016/j.cogr.2023.04.001,10.1016/j.cogr.2023.04.001,117.6,1029,0.4431,hrc;manipulation
PHYSCONN-REF-002,원격 조작 지연 및 불안정성 (Teleoperation latency and instability),로봇 제어 실패(Robot Control Failures),1,109,Proprioceptive Actuator Design in the MIT Cheetah: Impact Mitigation and High-Bandwidth Physical Interaction for Dynamic Legged Robots,2017,paper,https://openalex.org/W2573227850,10.1109/tro.2016.2640183,101.427,452,0.4378,hrc;manipulation
PHYSCONN-REF-005,인지·추론 지연 급증 (Perception and inference latency spike),로봇 제어 실패(Robot Control Failures),2,13,A survey of uncertainty in deep neural networks,2023,paper,https://doi.org/10.1007/s10462-023-10562-9,10.1007/s10462-023-10562-9,119.867,839,0.3312,perception
PHYSCONN-REF-005,인지·추론 지연 급증 (Perception and inference latency spike),로봇 제어 실패(Robot Control Failures),2,106,INTELLIGENCE WITHOUT REPRESENTATION,1991,paper,https://doi.org/10.1016/0004-3702(91)90053-m,10.1016/0004-3702(91)90053-m,101.5,2282,0.3291,perception
PHYSBENCH-REF-0075,원격 조작 휴머노이드 리스크 (Teleoperated humanoid safety override failure),로봇 제어 실패(Robot Control Failures),1,86,A biomimetic elastomeric robot skin using electrical impedance and acoustic tomography for tactile sensing,2022,paper,https://openalex.org/W4282912956,10.1126/scirobotics.abm7187,103.172,249,0.6346,humanoid;manipulation;perception;reliability
PHYSBENCH-REF-0075,원격 조작 휴머노이드 리스크 (Teleoperated humanoid safety override failure),로봇 제어 실패(Robot Control Failures),1,135,The path towards contact-based physical human–robot interaction,2024,paper,https://doi.org/10.1016/j.robot.2024.104829,10.1016/j.robot.2024.104829,99.865,25,0.5919,humanoid;manipulation;perception;reliability
PHYSRISK-REF-0020,실시간 지연 및 동기화 실패 (Real-time latency and synchronization failure),로봇 제어 실패(Robot Control Failures),1,61,Towards the Unmanned Aerial Vehicles (UAVs): A Comprehensive Review,2022,paper,https://openalex.org/W4282970004,10.3390/drones6060147,106.723,824,0.7067,autonomous_vehicle;drone;perception;surgery_care
PHYSRISK-REF-0020,실시간 지연 및 동기화 실패 (Real-time latency and synchronization failure),로봇 제어 실패(Robot Control Failures),1,26,"Towards 6G wireless communication networks: vision, enabling technologies, and new paradigm shifts",2020,paper,https://doi.org/10.1007/s11432-020-2955-6,10.1007/s11432-020-2955-6,114.5,1926,0.6991,autonomous_vehicle;drone;perception;reliability
PHYSRISK-REF-0041,산업 공정 피해 (Industrial process damage),로봇 제어 실패(Robot Control Failures),2,17,"Artificial intelligence, machine learning and deep learning in advanced robotics, a review",2023,paper,https://doi.org/10.1016/j.cogr.2023.04.001,10.1016/j.cogr.2023.04.001,117.6,1029,0.4492,hrc;reliability
PHYSRISK-REF-0041,산업 공정 피해 (Industrial process damage),로봇 제어 실패(Robot Control Failures),2,168,"The promise of artificial intelligence in chemical engineering: Is it here, finally?",2018,paper,https://doi.org/10.1002/aic.16489,10.1002/aic.16489,97.678,630,0.4385,hrc;reliability
PHYSBENCH-REF-0067,휴머노이드 자기 충돌 위험 (Humanoid self-collision risk),로봇 제어 실패(Robot Control Failures),1,135,The path towards contact-based physical human–robot interaction,2024,paper,https://doi.org/10.1016/j.robot.2024.104829,10.1016/j.robot.2024.104829,99.865,25,0.6045,collision;humanoid;reliability;trust_ethics
PHYSBENCH-REF-0067,휴머노이드 자기 충돌 위험 (Humanoid self-collision risk),로봇 제어 실패(Robot Control Failures),1,12,Deep Learning for Safe Autonomous Driving: Current Challenges and Future Directions,2020,paper,https://openalex.org/W3112288498,10.1109/tits.2020.3032227,120.308,609,0.5778,collision;reliability;trust_ethics
PHYSBENCH-REF-0074,안전 제어 지연 위험 (Safe-control latency risk),로봇 제어 실패(Robot Control Failures),2,117,Bilateral Teleoperation of Groups of Mobile Robots With Time-Varying Topology,2012,paper,https://openalex.org/W2071935905,10.1109/tro.2012.2196304,100.584,204,0.511,control_validation;humanoid;manipulation
PHYSBENCH-REF-0074,안전 제어 지연 위험 (Safe-control latency risk),로봇 제어 실패(Robot Control Failures),2,100,Multi-contact planning and control for humanoid robots: Design and validation of a complete framework,2023,paper,https://doi.org/10.1016/j.robot.2023.104448,10.1016/j.robot.2023.104448,101.966,19,0.4847,control_validation;humanoid;manipulation
PHYSRISK-REF-0044,현장 무기 부착 휴머노이드 (Field weapon attachment to humanoid),물리적 공격(Physical Attacks),1,34,From high-touch to high-tech: COVID-19 drives robotics adoption,2020,paper,https://doi.org/10.1080/14616688.2020.1762118,10.1080/14616688.2020.1762118,111.277,577,0.4478,cps_security;humanoid
PHYSRISK-REF-0044,현장 무기 부착 휴머노이드 (Field weapon attachment to humanoid),물리적 공격(Physical Attacks),1,62,Sliding mode control for trajectory tracking of nonholonomic wheeled mobile robots,1999,paper,https://openalex.org/W2127516259,10.1109/70.768190,106.616,633,0.3335,humanoid
PHYSBENCH-REF-0043,로봇 백도어 공격 취약성 (Robotic backdoor attack vulnerability),사이버보안 위협(Cybersecurity Threats),1,73,On the Opportunities and Risks of Foundation Models,2021,paper,http://arxiv.org/abs/2108.07258,10.48550/arxiv.2108.07258,104.6,2180,0.4295,agent_llm;cps_security
PHYSBENCH-REF-0043,로봇 백도어 공격 취약성 (Robotic backdoor attack vulnerability),사이버보안 위협(Cybersecurity Threats),1,3,Reviewing human-robot collaboration in manufacturing: Opportunities and challenges in the context of industry 5.0,2024,paper,https://doi.org/10.1016/j.rcim.2024.102937,10.1016/j.rcim.2024.102937,126.231,108,0.3893,agent_llm;cps_security
PHYSRISK-REF-0029,로봇 군집 하이재킹 (Fleet hijacking),사이버보안 위협(Cybersecurity Threats),2,34,From high-touch to high-tech: COVID-19 drives robotics adoption,2020,paper,https://doi.org/10.1080/14616688.2020.1762118,10.1080/14616688.2020.1762118,111.277,577,0.5705,autonomous_vehicle;cps_security;drone
PHYSRISK-REF-0029,로봇 군집 하이재킹 (Fleet hijacking),사이버보안 위협(Cybersecurity Threats),2,61,Towards the Unmanned Aerial Vehicles (UAVs): A Comprehensive Review,2022,paper,https://openalex.org/W4282970004,10.3390/drones6060147,106.723,824,0.5687,autonomous_vehicle;cps_security;drone
PHYSRISK-REF-0031,핵심 인프라 로봇 파괴 (Critical infrastructure robotic sabotage),사이버보안 위협(Cybersecurity Threats),1,14,AI and human-robot interaction: A review of recent advances and challenges,2024,paper,https://doi.org/10.30574/gscarr.2024.18.2.0070,10.30574/gscarr.2024.18.2.0070,118.141,99,0.5096,cps_security;hrc;reliability
