record_id,subgroup,x,y
pap_ai_106838ea9548a6212e2e,ai_other,1.58311,1.35902
pap_ai_17b996c564ea7f74f765,ai_language,2.06557,2.24167
pap_ai_b761f91fa084ca947f07,ai_other,0.80600,-0.37471
pap_ai_566e7a74e018bb6b8906,ai_other,0.74839,8.96130
pap_ai_5e0fea6f94286e3118f7,ai_other,1.57010,0.77883
pap_ai_f96bb6b5bee105e5fb08,ai_other,-1.50162,0.65283
pap_ai_29b21ff1e7c33e803fb6,ai_other,-0.83796,0.95224
pap_ai_a9822c9f8d17a746d494,ai_vision,1.06184,0.23943
pap_ai_44e4017dada5325dc74f,ai_other,0.08557,0.16855
pap_ai_ef7573c43a5040ea8688,ai_vision,0.32360,-0.24075
pap_ai_f9cac9f96be1f184f937,ai_other,-1.99578,1.65034
pap_ai_6e4d726630fa3517eb3a,ai_other,0.02737,0.54313
pap_ai_d1b3bb15440e395e266f,ai_other,1.20178,0.09842
pap_ai_fa8038c130d47ccfdc98,ai_other,2.21294,1.35420
pap_ai_92d9e53e3e3aab740904,ai_other,0.47828,-0.04239
pap_ai_b92863bf6d5b73c153cd,ai_other,2.29029,1.15445
pap_ai_34dd84dbde6befe83086,ai_other,-1.77491,2.63424
pap_ai_14f685ec817e835dd632,ai_other,-1.00461,0.95206
pap_ai_a1ef93ac98c9b2c770e5,ai_other,-1.98970,4.44825
pap_ai_4db4b4f696d3cd5cfb71,ai_other,-1.84254,0.84973
pap_ai_115ad323d68823acd2ad,ai_other,-1.01799,0.63449
pap_ai_855f9bef976d2a656bcd,ai_other,-1.03766,0.59163
pap_ai_9ad2290d4a870fddc470,ai_language,2.23745,2.17940
pap_ai_3274f125ba2f128493d1,ai_language,2.44649,1.49311
pap_ai_9252b33c1548efd9c699,ai_other,-1.57259,4.52421
pap_ai_27dcaad24eecd53273a4,ai_other,-0.51103,0.57629
pap_ai_fe8a0b23ae7821805d3f,ai_language,2.45241,1.68196
pap_ai_6241fe94eda7948f93f5,ai_language,1.94737,2.86030
pap_ai_7d7797a73b749d141ee9,ai_other,-2.46734,4.55330
pap_ai_fb0cd804200c669562e9,ai_other,-2.54652,1.54624
pap_ai_b08483e78c888b2c3ee8,ai_other,-0.69908,3.28552
pap_ai_1600f020a372b9285608,ai_other,2.16414,1.52082
pap_ai_1c776b238a1173319e34,ai_other,0.68693,0.03644
pap_ai_17a7f7a90541f1a3282e,ai_other,-1.96675,1.19315
pap_ai_6abfcc5d3b51e55b56cd,ai_other,-1.08770,0.41846
pap_ai_63df18e1dfcda02cc10b,ai_other,-1.51489,1.38861
pap_ai_113737b9f01524ded627,ai_other,-1.92611,1.05366
pap_ai_ed70bdc867bfe447d4e1,ai_other,-1.89273,1.16949
pap_ai_c3b3e26ac6b510e1adc3,ai_language,2.43068,1.43653
pap_ai_0250baba46a9ce2771d3,ai_other,1.20593,0.14725
pap_ai_1a83f42d18a301b04ad0,ai_other,1.94447,0.67392
pap_ai_5fc9fd319004666c037c,ai_other,-1.96957,1.46716
pap_ai_58ded8cb477d967372dc,ai_other,2.26348,1.08156
pap_ai_639d9e6e6311f0934f4a,ai_other,-0.37166,1.97134
pap_ai_0cc88c08561643ddb5e6,ai_other,-2.52470,2.63711
pap_ai_f10a14d68bac13d089e9,ai_other,1.56457,0.37870
pap_ai_835f640ccabec1b1e2b3,ai_other,1.46109,-0.07975
pap_ai_a35ddbafc60623bb592b,ai_other,0.43268,2.01604
pap_ai_fbb8256857d9d72835c8,ai_other,-2.13400,1.27523
pap_ai_c81e8437fb61351059d5,ai_other,2.19204,1.31746
pap_ai_1767660c9a2710319e27,ai_other,-2.27936,2.08975
pap_ai_c393fa36e50529d7b23c,ai_other,2.22254,1.26611
pap_ai_2f51400924ca913da066,ai_other,-3.08312,5.81478
pap_ai_92d3f78b7e3a3ac085ca,ai_language,1.82757,2.35843
pap_ai_95aac0d54fa47536bf2f,ai_vision,-0.29707,1.41487
pap_ai_b634e828590c8acfe8a2,ai_other,-3.23427,4.51514
pap_ai_d44d375d6b94eab8f734,ai_language,1.34188,3.17242
pap_ai_691f067f30aea829570d,ai_other,-1.27668,0.83611
pap_ai_daac09975a328416a8dc,ai_vision,1.62216,2.70413
pap_ai_b52aa232d287fcecaef3,ai_other,-1.42955,0.49209
pap_ai_b1ad37899b532736c347,ai_other,2.48024,1.41086
pap_ai_64317335871712e42660,ai_other,-1.43347,2.38570
pap_ai_48007cb87a9322115dc7,ai_other,-0.75385,0.20487
pap_ai_8936d138d9eb4747d685,ai_other,0.04389,0.78771
pap_ai_e0019cd3fa50e422b848,ai_other,-1.69193,0.92326
pap_ai_4b46da5b2108a20b0fe4,ai_other,-0.83825,1.95978
pap_ai_507a5c7d676bdf0a47c8,ai_other,1.52748,0.16407
pap_ai_7fe6d50d3fabaf57ad28,ai_other,1.48741,0.82258
pap_ai_632e64ca700f73498cc6,ai_other,0.66530,2.02881
pap_ai_5b9a81c485005fe7fdbf,ai_other,-0.41105,2.12066
pap_ai_fbc01ab8d5076a4ebd1c,ai_vision,-0.46924,3.21838
pap_ai_10a9fa960e31aa5b2c90,ai_other,1.97460,1.46755
pap_ai_c52868d38bf484350ae3,ai_other,0.96979,-0.09855
pap_ai_2007f4274dadb36ba42e,ai_other,0.99376,0.80721
pap_ai_7467a16ed5fd2157b72c,ai_other,0.20681,2.44064
pap_ai_8caaf8d7f9f5463a6684,ai_other,1.11441,-0.11612
pap_ai_f571d0fad494af62049c,ai_other,0.27222,0.47033
pap_ai_323b9b2458ace956a43c,ai_other,0.44617,-0.20277
pap_ai_ac56d1e810364ea1cf1a,ai_other,2.56450,1.61437
pap_ai_bd66895db41f8d2ad770,ai_other,-1.16300,1.08155
pap_ai_1cd487f5ac1e3baa342f,ai_other,1.75620,1.40668
pap_ai_2f3af1f43f5ebd6ff71e,ai_other,2.02535,1.81171
pap_ai_c0560a3ecb6ff7c2b3ee,ai_other,-1.04217,0.35703
pap_ai_f182ec11bc8520af498b,ai_other,0.64353,1.55813
pap_ai_a4247a708349219dc0b0,ai_vision,0.05971,2.88805
pap_ai_fef3beb89e8cac5c775e,ai_vision,-0.78442,0.12537
pap_ai_4e150b0427c19a3abb3a,ai_other,0.95829,-0.26401
pap_ai_b24296420f4e73aecc37,ai_other,-2.17247,0.93408
pap_ai_39de96cb29d2d3ec0c16,ai_other,-0.11173,2.39118
pap_ai_fe04f6dc4d9017576a4d,ai_other,1.30069,-0.07118
pap_ai_21437fadce2e8b609541,ai_other,-1.75244,1.73759
pap_ai_c5f7279eec6689c58926,ai_other,0.85548,8.30106
pap_ai_badfb7d20a454a26268c,ai_other,0.97958,7.46244
pap_ai_7eeeb4c6f0cbb20305c7,ai_other,-0.76393,0.56823
pap_ai_f86e0312050bfdd0b195,ai_other,1.63299,0.60149
pap_ai_623fe8bf6ba141fe0c27,ai_other,-0.79222,1.97649
pap_ai_13244c40938a17e1a471,ai_other,-1.02009,1.51322
pap_ai_391b75694f1be9514014,ai_vision,-1.24440,1.62975
pap_ai_35f53a25c7b41dd35f2a,ai_other,-1.05995,3.09585
pap_ai_828a9441bb470e519b87,ai_other,0.82013,0.46171
pap_ai_609aadf8af9dbba3ca1c,ai_other,-1.97290,4.40920
pap_ai_1aba5ec034b211f2f08e,ai_other,-0.78489,3.35780
pap_ai_11f4279cbb7a1580530c,ai_other,1.23490,1.12113
pap_ai_2b698ca4ae6dadcfaba6,ai_language,2.61664,1.57898
pap_ai_148045858ce9b0eb3757,ai_other,0.17176,1.54617
pap_ai_f92aebd5f56511a87c58,ai_other,-1.60867,0.73529
pap_ai_88027b6dc3f0c5f102e7,ai_other,-1.18660,2.54092
pap_ai_1d8f3b2e8d763d212ce8,ai_vision,-0.67591,0.06319
pap_ai_26797a03c4df4dea3d79,ai_other,-1.59369,3.07308
pap_ai_b6b6c53dcd9de7e45f52,ai_other,0.72323,-0.14428
pap_ai_ba5d93287df9883f6396,ai_other,1.00381,3.20747
pap_ai_448478cef49f30141ce0,ai_language,2.52319,1.90693
pap_ai_6850ae6930b268819cf8,ai_other,1.53691,0.17264
pap_ai_8ccb6bb4259ef1f1478c,ai_other,0.85387,2.53500
pap_ai_0cb19759ff72c2a7dd5e,ai_vision,0.69799,0.51445
pap_ai_e0bc5d1039f82850370e,ai_vision,1.29854,0.13059
pap_ai_748158e081f262b7b425,ai_other,1.18794,-0.01075
pap_ai_b8a92568ad6ae9180e41,ai_other,-1.70751,2.74395
pap_ai_a1a6bd9c9a8c79076152,ai_language,2.29041,2.13673
pap_ai_6b6971c508f0d7f0cdac,ai_other,2.29810,1.29992
pap_ai_73a94b3de489a55dbe22,ai_other,0.87221,-0.08997
pap_ai_76aa06996874e7e15f02,ai_other,-2.01288,2.25867
pap_ai_31b1f591da8e330e0632,ai_other,-2.63487,3.20627
pap_ai_d7c2a13c2a6765570212,ai_other,-0.99446,1.63443
pap_ai_af14c49139dcc81b4b26,ai_other,-2.17406,0.85980
pap_ai_5f7bdfa7f90a470012b4,ai_other,-0.27325,1.19233
pap_ai_d600de6b2bcc6767f344,ai_other,-1.83245,0.95988
pap_ai_e1ce17e7bb4ec0b9bc9d,ai_other,-2.42778,3.65417
pap_ai_2632617f1b54dfa3fa8d,ai_other,-1.05235,2.49141
pap_ai_083b491d7053fe5282bf,ai_other,1.43110,0.55996
pap_ai_071b5db1967a31952c53,ai_vision,-0.20189,3.06060
pap_ai_1838cbe0e6544a5d0163,ai_vision,-1.70337,1.96582
pap_ai_125631bcdf5fdd04d8a8,ai_other,-1.85812,1.52393
pap_ai_2ce15141e358d43e4f76,ai_other,-0.32930,1.59805
pap_ai_1b988a1411c44d2e2859,ai_vision,-0.71597,2.08963
pap_ai_dc059a24e78d116a8515,ai_other,-1.12354,0.54063
pap_ai_6104664264ddba2d5b4d,ai_language,2.06254,2.36492
pap_ai_e7c9ef7422f24c049713,ai_other,1.14538,-0.09184
pap_ai_f739a272e7a736a35c2e,ai_vision,1.61530,0.28939
pap_ai_f146405558137185dab8,ai_other,-0.83501,2.41551
pap_ai_03d95b5837965567d6c9,ai_other,-2.10787,1.32697
pap_ai_724a57584d22b6f1aa22,ai_other,-1.34100,1.08361
pap_ai_dca45d5ad81e344f0698,ai_other,-0.20450,0.50056
pap_ai_3875fda18dd60bc33780,ai_other,2.22538,1.50889
pap_ai_5175677ab6027e08ddc5,ai_other,-1.44406,1.63930
pap_ai_1c844e03c82155324480,ai_other,0.69095,-0.38970
pap_ai_094364741d95e57f4f56,ai_other,-1.95099,1.83844
pap_ai_e594c351f6ad11cff13f,ai_other,-0.35976,1.66797
pap_ai_2d569b498a00ea0c7ce6,ai_other,0.84864,8.54256
pap_ai_1a0c8cad5c09fe77d917,ai_other,-0.09006,1.47109
pap_ai_8d565cfced078c8d6f11,ai_other,0.66315,-0.41552
pap_ai_c5d298a676524ee6d08d,ai_other,-2.15098,1.64468
pap_ai_fdef80588792ed19da10,ai_other,0.84203,-0.29597
pap_ai_e4bdf5d7139b5226bd72,ai_other,1.30009,1.62973
pap_ai_e8d528a032e7c315cc09,ai_other,1.59249,0.80787
pap_ai_fcde6aa8779ef49114af,ai_other,0.74999,-0.50269
pap_ai_a3c328c0ef82b9a047d7,ai_other,-0.60730,2.43714
pap_ai_6a9bd03615a02a454523,ai_other,1.47691,0.01562
pap_ai_803d0652518f85d25cca,ai_other,1.79459,0.26429
pap_ai_9285756aeeb19df32874,ai_language,0.79489,-0.12910
pap_ai_aa1758e005a71a4baa17,ai_other,1.07254,0.65837
pap_ai_9611766cc5470414689f,ai_vision,2.61294,4.12690
pap_ai_6d51181dcf519877123f,ai_other,1.28995,-0.19825
pap_ai_a3c17fbca51e01a3d11b,ai_other,-2.45673,2.41802
pap_ai_61418ef4d74868e84442,ai_other,-1.63326,1.21821
pap_ai_631727001fd2123e1e30,ai_other,-2.00018,2.15448
pap_ai_2c360d1bbb4603375a4b,ai_other,0.58660,0.55403
pap_ai_47cfaf8362bad49d44b5,ai_other,-2.08507,1.08437
pap_ai_15acdb4967e3c8be87f5,ai_other,0.38430,2.10682
pap_ai_3947e3b136fa5fece7c2,ai_vision,-0.40171,0.51177
pap_ai_563c44ad1de427297d44,ai_other,0.83203,0.41536
pap_ai_d42c968b286b8368c335,ai_other,1.59931,0.48184
pap_ai_def078bdd460a4a7405d,ai_language,2.25157,1.72243
pap_ai_8fe3c46dc4d7fc912fbd,ai_other,-1.43607,2.64299
pap_ai_1c35445571cb60bbed43,ai_other,-1.45117,0.84577
pap_ai_8da397378f58163f8442,ai_other,-2.05397,1.25945
pap_ai_86b2620bbc4ba2b3a892,ai_other,-1.42696,0.82396
pap_ai_d454fd5ea6769d2471ca,ai_language,1.73503,2.43579
pap_ai_d635eb04be75981329dc,ai_other,-1.43962,0.98539
pap_ai_82943679854c1f227753,ai_other,0.61971,1.30905
pap_ai_5c190ec3f059464f532c,ai_other,-0.16808,0.46005
pap_ai_ce7d1ba80c4309a77790,ai_vision,-0.12014,2.65352
pap_ai_17a2fcbebd2e95dc6717,ai_vision,-1.79917,1.95427
pap_ai_aea03c64b416d14875bc,ai_other,-2.65003,1.57925
pap_ai_29af75fc3e7b1256fc10,ai_other,-1.39236,0.77635
pap_ai_014c0adf004c65ddf63e,ai_other,1.87292,-0.32026
pap_ai_5de5633f7171bd67b253,ai_other,-1.36820,1.31390
pap_ai_0e8cadc6c633abfa5215,ai_other,2.29055,1.20040
pap_ai_3828d9ed74f7bfe33a6a,ai_other,-1.87855,1.57287
pap_ai_69cec58e5d70e2e7f184,ai_vision,-0.12355,2.87676
pap_ai_a59b2fe1a15bd5f5803e,ai_language,1.74481,1.83205
pap_ai_db7c32d0bd3cfd7b4507,ai_vision,0.41856,-0.23289
pap_ai_b64582e4a7ed10d36b96,ai_vision,0.87572,-0.29289
pap_ai_d46997632e9d6f73198f,ai_vision,2.18370,1.51050
pap_ai_b568cd82190fe0eacf27,ai_other,-2.39171,1.42404
pap_ai_ec7c31acca94789b6be5,ai_other,2.37315,1.40206
pap_ai_702a6345d7ad8eb30cec,ai_other,0.59099,0.78977
pap_ai_a9d0734fa5467745e692,ai_other,-1.91440,4.14269
pap_ai_53e150cc7f4b9c4ffdb9,ai_other,-1.32176,2.16465
pap_ai_042c77e3f8fd5564ceb8,ai_other,2.48504,1.50474
pap_ai_7feaecdc09cfcce18251,ai_other,-1.26553,0.77050
pap_ai_b4efa2158b25c3305ff6,ai_other,0.64012,1.28828
pap_ai_ea4f756db7279cdddfb9,ai_language,2.28021,1.96056
pap_ai_f0325346cc4ab1e7e083,ai_other,-1.20220,1.12761
pap_ai_a35c331eff4a42cb5e60,ai_other,-1.30075,0.79115
pap_ai_48d0d6955e9c3ea7bc2e,ai_other,-2.09015,1.69326
pap_ai_3dea44f70bcb90f88f61,ai_other,-0.57144,1.86739
pap_ai_4363d085903a81f94cbf,ai_other,-1.92648,2.74428
pap_ai_0a8ead9b429a86731a49,ai_other,0.48099,2.91271
pap_ai_4d2570647364bcd7fabe,ai_other,1.92340,1.25839
pap_ai_ca9f0bb47e3db05b4d1c,ai_other,1.92084,0.35810
pap_ai_df4992495d150ff398d0,ai_other,-1.02199,2.42630
pap_ai_8837c33975b32d481579,ai_other,0.65601,-0.26504
pap_ai_9b7ec9ae7b29dd844b26,ai_other,1.06327,2.14960
pap_ai_0871c010af7f1a5b0b34,ai_other,-0.39520,0.90345
pap_ai_2912ce72ce185a2bc2e8,ai_other,0.42680,0.59659
pap_ai_9a53c2ba4d9e32fedd5d,ai_other,-2.24007,1.20776
pap_ai_261c15cfe6d6881d7ac0,ai_other,-1.43304,0.72933
pap_ai_12da0e045c1fa51f7891,ai_other,-1.60943,0.92215
pap_ai_7d350a9c4475572312c3,ai_other,2.03818,1.35806
pap_ai_63b3e4d3078f671795e2,ai_other,1.95495,1.36011
pap_ai_2b46c345310ad608328c,ai_vision,-0.21209,2.26204
pap_ai_1644752eeebb7a98ca09,ai_other,-0.47068,1.98645
pap_ai_e57479c81449264a2568,ai_other,1.23433,-0.15658
pap_ai_72dbecf622cafa187a69,ai_other,0.82347,-0.14403
pap_ai_ab1594ade4fd54b6441b,ai_other,1.39973,0.18778
pap_ai_cfbd83c4e042e73cb67b,ai_other,-2.09673,1.43131
pap_ai_27590181e6f0733845e8,ai_other,2.25847,1.42414
pap_ai_cc4622f074d4fe4cbe7f,ai_other,2.28942,1.33622
pap_ai_5748847e2e6c7976b1b3,ai_other,-1.99595,2.10365
pap_ai_0d1dca7d394be8b4b42c,ai_other,-1.63604,1.13653
pap_ai_4856d37959ed592cc46d,ai_other,-1.32930,2.37733
pap_ai_06b2c9286df2696b182f,ai_vision,-0.44476,2.99196
pap_ai_8bac76f57d996c77a5ba,ai_other,1.80294,1.43768
pap_ai_7170e1e606f0918efb59,ai_other,1.92753,2.98809
pap_ai_c123741f4461c3f5434a,ai_other,1.43444,0.79542
pap_ai_00a13dd8f51799187382,ai_vision,-0.22446,2.55739
pap_ai_b7c88616e58de948e2b2,ai_other,1.96189,0.88834
pap_ai_a168e38971aeef1f2237,ai_other,-1.40224,0.55333
pap_ai_d88a2a096f16c93e4c67,ai_other,1.87646,0.31095
pap_ai_a3b4cf6ac3965b2d23df,ai_other,2.31751,1.29794
pap_ai_a1ee3d48d20f50acf299,ai_other,-2.85169,4.11010
pap_ai_f1af49710b1a17664354,ai_other,-1.68071,1.02043
pap_ai_7f2777bb34be5c60b36e,ai_other,-0.49120,2.47937
pap_ai_7f34f6046c72bcefc849,ai_vision,-2.38815,2.08191
pap_ai_236296bcd1d981da8b3d,ai_other,1.66921,0.10528
pap_ai_18893a24be9bb811c799,ai_other,1.88315,0.62536
pap_ai_31c4bd65df76fcdf31bf,ai_other,0.93670,0.17815
pap_ai_1cdf6f24685bac6a6351,ai_other,0.53485,2.88451
pap_ai_8db70ab1dfdb770dbc04,ai_other,1.07032,0.29490
pap_ai_7f4476b2d18c0ad623f3,ai_other,-2.72229,2.91746
pap_ai_50bb90440baf5696ab40,ai_other,0.80815,1.14722
pap_ai_d228c568d117724c2152,ai_vision,-0.35997,4.77882
pap_ai_0676e8e93b2c82a12d42,ai_other,1.80675,-0.17410
pap_ai_1c9b881723edaf215da4,ai_other,1.09206,-0.62889
pap_ai_5419bf4fdc912189b92e,ai_other,1.05756,-0.14917
pap_ai_201d510c1eaf20d3ba0d,ai_other,0.70136,2.29111
pap_ai_733b4a92a5357b962933,ai_other,2.25083,1.34218
pap_ai_ea804af8ef59eb34c75b,ai_vision,-1.04712,0.38164
pap_ai_4460890b725f923fb3ce,ai_other,0.72219,7.78973
pap_ai_154aa63f320d141f7a0d,ai_other,-0.43792,5.21223
pap_ai_b1c08d3d2dd23e049f0e,ai_other,-1.38703,0.42423
pap_ai_4f7613d9d0887c4c76da,ai_other,2.18164,0.95759
pap_ai_5c648ab7f093a46fe094,ai_other,0.36934,0.65231
pap_ai_adabfae6744903303204,ai_other,-1.49830,1.39897
pap_ai_102dda989e774a0b8308,ai_other,-1.87704,1.12659
pap_ai_1f273eb9905e4e42da1f,ai_vision,1.50557,2.40561
pap_ai_efa12262c5941cc41d79,ai_other,-0.87256,4.11278
pap_ai_11f319a47dce5aee3151,ai_other,0.77071,2.06646
pap_ai_eb7d5819cae0e0fd4211,ai_vision,1.61934,2.23375
pap_ai_c55f491b4906708a289e,ai_other,1.88531,-0.36791
pap_ai_b90ae1d8174302116e6a,ai_vision,-0.45859,2.77080
pap_ai_66c78f2f26482d2f96ef,ai_other,0.85207,-0.38470
pap_ai_af9fe5e47751d8d2f944,ai_other,-1.09627,0.29342
pap_ai_626b5a83e5b4c6c8219c,ai_language,0.63338,-0.22951
pap_ai_8beedef8005a696a0038,ai_other,-2.61999,5.15144
pap_ai_57ec0c49e430719082b2,ai_other,0.84318,1.33555
pap_ai_98a6c7f08537f771b078,ai_language,2.57110,1.65625
pap_ai_2053807a7a93d89698cb,ai_other,-2.11520,1.13522
pap_ai_9a50d719ede54d3ec395,ai_other,1.78486,1.32277
pap_ai_a3e8013593930aa339f7,ai_other,-0.44198,2.64452
pap_ai_737c1fcae21271e14c3f,ai_other,-2.00363,1.41350
pap_ai_7e66ad7f822344a28d0b,ai_other,1.91879,1.42287
pap_ai_45fdf4dfaf4aede4d42c,ai_vision,0.22201,2.72320
pap_ai_5fed8eb6059ae5e7a75a,ai_other,-0.84098,0.26825
pap_ai_4b0d7f1b0f998f4f5736,ai_vision,-1.21861,2.90804
pap_ai_410c804e2198f33daa0a,ai_other,1.13109,0.15141
pap_ai_444c307451335968ef1f,ai_vision,2.18523,1.38797
pap_ai_37149c9c4f67cf4eea40,ai_other,2.55090,1.46707
pap_ai_e4bf2222fb2135928214,ai_other,-2.16926,2.36204
pap_ai_65ceca88a3d6c323893b,ai_other,1.09393,0.79282
pap_ai_e8b187fdcd78ec68c193,ai_language,0.23416,0.42513
pap_ai_a959a57df1de7b5d5036,ai_other,-0.13929,1.63921
pap_ai_09781efd94b78c381d21,ai_other,1.95000,-0.27278
pap_ai_f46f57b1d63c41d5646f,ai_other,-1.10850,0.83474
pap_ai_ba58c78c1fcad0e2e813,ai_other,0.04446,0.66233
pap_ai_52eb4e959c569fce7266,ai_other,2.12189,1.23725
pap_ai_f269930e3c5b2a3ebb5c,ai_other,-2.64969,1.45056
pap_ai_e668a84a241032870aee,ai_other,0.40015,0.92292
pap_ai_8db002dd3faa239d638f,ai_other,-2.03287,1.30659
pap_ai_fb6e3781baa14bf7f29a,ai_other,-2.06187,1.23674
pap_ai_c28b1c4b1a23a026a4cc,ai_other,-1.39589,5.83166
pap_ai_b69c9823685b983f4457,ai_other,0.69400,-0.25888
pap_ai_537b87366b9992f32265,ai_other,-1.18955,0.97204
pap_ai_86267ffed95c19b2c3f5,ai_language,1.94912,2.74734
pap_ai_97303db8afe50ead9811,ai_other,-1.73341,4.14944
pap_ai_e6b01036af976f059d23,ai_other,0.61004,-0.38679
pap_ai_958e6733bf7aa633c4d3,ai_other,2.14858,1.34322
pap_ai_3086c4bee5be4bd75df1,ai_other,-1.39032,1.69888
pap_ai_eb25148f374a62ede601,ai_other,2.10854,1.35451
pap_ai_efbfd364d26123ff328d,ai_other,0.22319,2.99748
pap_ai_563a2955abac8c5ff56e,ai_other,0.90589,-0.17361
pap_ai_8a60808a1747e7bb76eb,ai_other,-0.60873,2.28679
pap_ai_bce10d3d275e8ab1a265,ai_other,1.61122,0.18632
pap_ai_e823cba9fde686c5cd9e,ai_other,-1.88955,1.10208
pap_ai_52c7df943dccc37b41a4,ai_other,0.42111,2.23396
pap_ai_5260bd9aa18f8fd4bcb5,ai_other,-0.92885,0.94059
pap_ai_bcbb4468e1e8fea329fa,ai_other,2.10538,1.47736
pap_ai_4146f599889ea8378006,ai_other,-1.80598,1.20415
pap_ai_37515414e8347ceaa11a,ai_other,-2.66570,2.83138
pap_ai_bd72e91032d334b7abe7,ai_other,0.90712,0.54299
pap_ai_4d7a5325eaa6bcb82713,ai_other,1.02171,0.49895
pap_ai_0313ec4632436e69a594,ai_other,-1.42747,2.12933
pap_ai_b6245fa85e8896f7378f,ai_other,2.55547,1.55323
pap_ai_97503c14ae08de4465b5,ai_other,0.84042,-0.44575
pap_ai_dea656632afa7784f9b1,ai_other,-2.10018,1.04883
pap_ai_1a5421ad342155bba94c,ai_language,2.53556,1.52491
pap_ai_35b39fce682a87741a23,ai_vision,-0.35186,3.54312
pap_ai_193842ef6ab287e7a499,ai_other,-1.52429,1.59612
pap_ai_c051a0ba84c16dc55aef,ai_other,-1.43246,1.31542
pap_ai_f5854a6bd65f58c5b814,ai_other,0.73953,-0.24647
pap_ai_ccb1446b5bd833c46ed0,ai_other,1.29904,0.21853
pap_ai_7eb860b990f015fe2e90,ai_other,2.73299,1.70173
pap_ai_7db11dd34c14d76fc529,ai_language,2.40015,1.36415
pap_ai_45a5548edf5d5b12ff61,ai_other,-0.73855,2.33968
pap_ai_de3c4e8799d35b80632f,ai_vision,-1.08122,1.70076
pap_ai_a469898191ba3a577724,ai_other,2.09308,0.56697
pap_ai_014ce2733338278865a7,ai_vision,0.64283,4.55334
pap_ai_52e50a571284c75c708c,ai_other,1.70672,1.18750
pap_ai_9718d29f10e8c8aeb42d,ai_other,-1.00978,0.69299
pap_ai_3c5f84854e7ad1f78419,ai_other,-2.52187,1.37974
pap_ai_cbe6b4a0b14b7bc2b778,ai_other,-1.77857,1.43916
pap_ai_5893d274d40a7a364aa2,ai_other,-0.31719,2.20550
pap_ai_057410979f5319cde155,ai_other,1.33780,-0.19959
pap_ai_1e5b50c7cbde83f55235,ai_other,-1.90126,0.92710
pap_ai_1433d0199efd0ebd42e6,ai_other,0.84747,2.35120
pap_ai_58587ff07f68a1ca1fec,ai_other,-0.82104,0.35013
pap_ai_ea466f23723344c567c0,ai_vision,-0.44347,3.10343
pap_ai_dd55ee0a94849df5c886,ai_other,-1.41683,0.84268
pap_ai_4fef61dade4aad45be86,ai_other,-1.08127,2.10707
pap_ai_bcb6ce9e62b06a77dfff,ai_other,1.03559,0.32200
pap_ai_aaf28907824122f6b7b4,ai_other,1.16641,2.72649
pap_ai_c47457909981cea5161b,ai_vision,-1.29452,0.81843
pap_ai_d84a364eca27bd949f63,ai_other,1.45805,2.04845
