match_score,card_idx,card_badge,card_label,card_refs_before,overlap_tags,rank,source_file,year,title,abstract,venue,institution,document_type,doi,url,landing_page_url,pdf_url,authors,first_author,citations,record_id,matched_terms,matched_l3,record_type,title_key,doi_key,candidate_url,url_key,score,selection_reason,checked_url,access_ok,status_code,final_url,content_type,access_error
1.092,53,PHYSBENCH-REF-0053,장애물 개입 충돌 (Obstacle intervention collision),3,collision;navigation,36,,2022,"Human guided cooperative robotic agents in smart home using beetle
   antennae search","In this paper, we propose a control framework for cooperative robotic
   agents, which constitutes an essential component in the construction of
   futuristic smart-homes. Such agents assist humans in efficiently
   completing household chores. Usability, human friendliness, autonomy,
   and intelligent decision-making are the top considerations for designing
   such a system along with reliability, accuracy, and efficiency.
   Implementing a distributed control algorithm considering these goals is
   a complicated task since classical control frameworks focus on
   specialized robots working in an industrial environment and do not
   capture unique features of the home environment. For example, a
   household robotic agent needs to perform several general-purpose tasks
   without assuming that the user has specialized training similar to an
   industrial operator. Since the challenges and goals in designing a
   household robotic agent are different, there is a need for a control
   framework centered around the required goals. The proposed control
   framework considers the collision problem between several cooperative
   robotic agents while assisting the human user. We propose an
   optimization-driven approach to avoid static and dynamic obstacles
   present in the environment while simultaneously controlling the robots
   as commanded by the user. We formulate the optimization problem that
   incorporates the required goals and then use a neural network to solve
   the optimization problem efficiently. The neural network, beetle
   antennae search zeroing neural network (BASZNN), is inspired by the
   natural behavior of beetles. It solves the optimization problem in a
   gradient-free manner contributing to the computational efficiency of the
   neural network. Additionally, the distributed-processing capability of
   the neural networks contributes to computational efficiency and matches
   the distributed nature of the underlying problem. For testing the
   performance of BASZNN, we use V-REP and MATLAB to simulate a household
   environment. Three cooperative agents (KUKA LBR IIWA 7 mounted on P3-DX)
   assist a person in moving a table around the room. The simulation
   results show that the BASZNN can accurately and robustly accomplish the
   required task.",SCIENCE CHINA-INFORMATION SCIENCES,,Article,10.1007/s11432-020-3073-5,,,,"Khan, Ameer Tamoor and Li, Shuai and Cao, Xinwei",,89.0,WOS:000748246100002,,,paper,human guided cooperative robotic agents in smart home using beetle antennae search,10.1007/s11432-020-3073-5,https://doi.org/10.1007/s11432-020-3073-5,https://doi.org/10.1007/s11432-020-3073-5,179.997,citations=89; year=2022; risk_terms=3; physical_terms=4; prestige_venue=mandatory_candidate,https://doi.org/10.1007/s11432-020-3073-5,True,200.0,https://link.springer.com/article/10.1007/s11432-020-3073-5,text/html; charset=utf-8,
1.092,53,PHYSBENCH-REF-0053,장애물 개입 충돌 (Obstacle intervention collision),3,collision;navigation,172,,2024,"Research on shared control of robots based on hybrid brain-computer
   interface","Background: With the arrival of the new generation of artificial
   intelligence wave, new human-robot interaction technologies continue to
   emerge. Brain-computer interface (BCI) offers a pathway for state
   monitoring and interaction control between human and robot. However, the
   unstable mental state reduce the accuracy of human brain intent
   decoding, and consequently affects the precision of BCI control. New
   methods: This paper proposes a hybrid BCI-based shared control (HB-SC)
   method for brain-controlled robot navigation. Hybrid BCI fuses
   electroencephalogram (EEG) and electromyography (EMG) for mental state
   monitoring and interactive control to output human perception and
   decision. The shared control based on multisensory fusion integrates the
   special obstacle information perceived by humans with the regular
   environmental information perceived by the robot. In this process, valid
   BCI commands are screened by mental state assessment and output to a
   layered costmap for fusion. Results: Eight subjects participated in the
   navigation experiment with dynamically changing mental state levels to
   validate the effects of a hybrid brain-computer interface through two
   shared control modes. The results show that the proposed HB-SC reduces
   collisions by 37.50\%, improves the success rate of traversing obstacles
   by 25.00\%, and the navigation trajectory is more consistent with
   expectations. Conclusions: The HB-SC method can dynamically and
   intelligently adjust command output according to different brain states,
   helping to reduce errors made by subjects in a unstable mental state,
   thereby greatly enhancing the system's safety.",JOURNAL OF NEUROSCIENCE METHODS,,Article,10.1016/j.jneumeth.2024.110280,,,,"Zhang, Ziqi and Li, Mengfan and Wei, Ran and Liao, Wenzhe and Wang,
   Fuyong and Xu, Guizhi",,2.0,WOS:001407947500001,,,paper,research on shared control of robots based on hybrid brain computer interface,10.1016/j.jneumeth.2024.110280,https://doi.org/10.1016/j.jneumeth.2024.110280,https://doi.org/10.1016/j.jneumeth.2024.110280,160.381,citations=2; year=2024; risk_terms=3; physical_terms=5; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.jneumeth.2024.110280,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S0165027024002255,text/html;charset=UTF-8,
1.088,66,PHYSBENCH-REF-0104,휴머노이드 충돌력 초과 (Humanoid collision-force exceedance),2,collision;manipulation,79,,2024,"Toward Safe Distributed Multi-Robot Navigation Coupled With Variational
   Bayesian Model","Designing a safe and effective collision avoidance policy for multiple
   robots is essential in decentralized scenarios, where each robot is
   responsible for generating its own paths, to ensure their safe
   operation. Recently, the utilization of reinforcement learning to
   develop decentralized policies that enable multiple robots to move
   cooperatively and accomplish tasks has yielded positive outcomes.
   However, the presence of exploration unsafe actions during the
   reinforcement learning training process results in inadequate safety. We
   seek to enhance the safety of distributed multi-robot navigation
   policies and propose a new imitation learning framework based on the
   variational Bayesian model, which enables robots to learn safe actions
   by anticipating the subsequent state they are expected to reach. In
   addition, a new policy neural network structure for multi-robot
   navigation is proposed by introducing the transformer structure, which
   encodes the significance of nearby robots in relation to their
   forthcoming conditions. Experiments demonstrated that our policy can
   more safely guide robots to navigate in multi-robot environments under
   conditions of limited information, outperforming the state-of-the-art
   RL-RVO method in terms of success rate.",IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,Article,10.1109/TASE.2023.3346049,,,,"Chen, Lin and Wang, Yaonan and Miao, Zhiqiang and Feng, Mingtao and
   Zhou, Zhen and Wang, Hesheng and Wang, Danwei",,19.0,WOS:001165504600001,,,paper,toward safe distributed multi robot navigation coupled with variational bayesian model,10.1109/tase.2023.3346049,https://doi.org/10.1109/tase.2023.3346049,https://doi.org/10.1109/tase.2023.3346049,171.94,citations=19; year=2024; risk_terms=3; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tase.2023.3346049,True,202.0,https://ieeexplore.ieee.org/document/10374312/,text/html; charset=UTF-8,
1.088,66,PHYSBENCH-REF-0104,휴머노이드 충돌력 초과 (Humanoid collision-force exceedance),2,collision;manipulation,98,,2025,"Memory-driven deep-reinforcement learning for autonomous robot
   navigation in partially observable environments","Service robots with autonomous navigational capabilities playa critical
   role in dynamic contexts where safe and collision-free human
   interactions are important. However, the unpredictable nature of human
   behavior, the prevalence of occlusions and the lack of complete
   environmental perception due to sensor limitations can severely restrict
   effective robot navigation. We propose a memory-driven algorithm that
   employs deep reinforcement learning to enable collision-free proactive
   navigation in partially observable environments. The proposed method
   takes the relative states of humans within a limited FoV and sensor
   range as input into the neural network. The model employs a
   bidirectional gated recurrent unit as a temporal function to
   strategically incorporate the previous context of input sequences and
   facilitate the assimilation of the observations. This approach allows
   the model to assign greater attention to intricate human-robot
   relations, allowing abetter understanding of the ever-changing dynamics
   within an environment. Simulations and experimental outcomes validate
   the efficacy of the policy-based navigation approach. It achieves
   superior collision avoidance performance compared to representative
   existing methods and exhibits efficient navigation by incorporating the
   limitations of sensors during training.",ENGINEERING SCIENCE AND TECHNOLOGY-AN INTERNATIONAL JOURNAL-JESTECH,,Article,10.1016/j.jestch.2024.101942,,,,"Montero, Estrella and Pico, Nabih and Ghergherehchi, Mitra and Song, Ho
   Seung",,10.0,WOS:001411072100001,,,paper,memory driven deep reinforcement learning for autonomous robot navigation in partially observable environments,10.1016/j.jestch.2024.101942,https://doi.org/10.1016/j.jestch.2024.101942,https://doi.org/10.1016/j.jestch.2024.101942,168.571,citations=10; year=2025; risk_terms=2; physical_terms=4; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.jestch.2024.101942,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S2215098624003288,text/html;charset=UTF-8,
1.088,66,PHYSBENCH-REF-0104,휴머노이드 충돌력 초과 (Humanoid collision-force exceedance),2,collision;manipulation,124,,2026,"Advancements and prospects in key technologies for robotic pollination
   in greenhouse pepper breeding: a review","Robotic pollination represents a pivotal component of smart agriculture,
   with foundational architectures for target recognition, path planning,
   and motion control having been progressively established. However,
   developing an efficient and robust pollination system that integrates
   perception, decision-making, and execution within real-world scenarios
   remains confronted with complex challenges. This study systematically
   reviews recent advancements in the field and distills the core technical
   issues of greenhouse robotic pollination into three primary domains:
   target detection and pose estimation, end-effector design, and
   pollination strategies combined with motion control. Focusing on the
   visual perception of flowers, actuator architecture, and operational
   tactics, this review synthesizes existing academic findings to evaluate
   the state-of-the-art in flower detection and pose estimation,
   characterize diverse end-effector designs, and analyze the evolutionary
   trajectory of motion control techniques. Specifically, the analysis
   encompasses the impact of detection algorithms on recognition accuracy
   and robustness, the structural classification and performance attributes
   of pollination mechanisms, and the optimization of control strategies.
   Furthermore, the study categorizes global research backgrounds,
   technical methodologies, and paradigmatic system cases, offering a
   critical evaluation of experiences in constructing automated pollination
   systems. Despite these advances, current robotic pollination
   technologies for peppers (chili) face significant bottlenecks
   characterized by immature methods for precise flower detection and pose
   estimation, the need for optimized specialized end-effector designs, and
   insufficient robustness in decision-making systems under dynamic
   environmental conditions. To address these issues, future development
   should prioritize constructing diverse, large-scale flower image and
   pose datasets while developing detection algorithms adaptable to complex
   environments to achieve high-precision identification. Additionally,
   implementing this system requires a hierarchical architecture where
   perception drives adaptive actuation. Deep learning models must localize
   flower targets and assess maturity in real-time, feeding coordinates to
   path planners that generate collision-free trajectories through foliage.
   These trajectories are executed via multimodal motion control,
   synchronizing the rigid manipulator with soft end-effectors. By
   embedding tactile feedback into the machine learning loop, the system
   creates a unified sensorimotor framework. This enables dynamic force
   modulation based on physical resistance, ensuring precise,
   non-destructive pollination tailored to chili plants.",FRONTIERS IN PLANT SCIENCE,,Review,10.3389/fpls.2026.1778541,,,,"Kuang, Minqiu and Li, Xiaojian and Xie, Fangping and Zou, Xuejie and
   Xiang, Yang and Zhang, Yuxuan and Liu, Dawei and Zou, Xiangjun and Li,
   Xu",,3.0,WOS:001713144400001,,,paper,advancements and prospects in key technologies for robotic pollination in greenhouse pepper breeding a review,10.3389/fpls.2026.1778541,https://doi.org/10.3389/fpls.2026.1778541,https://doi.org/10.3389/fpls.2026.1778541,164.408,citations=3; year=2026; risk_terms=2; physical_terms=7; prestige_venue=mandatory_candidate,https://doi.org/10.3389/fpls.2026.1778541,True,200.0,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1778541/full,text/html;charset=utf-8,
1.088,66,PHYSBENCH-REF-0104,휴머노이드 충돌력 초과 (Humanoid collision-force exceedance),2,collision;manipulation,164,,2024,"Deep reinforcement learning-based local path planning in dynamic
   environments for mobile robot☆","Path planning for robots in dynamic environments is a challenging task,
   as it requires balancing obstacle avoidance, trajectory smoothness, and
   path length during real-time planning.This paper proposes an algorithm
   called Adaptive Soft Actor-Critic (ASAC), which combines the Soft
   Actor-Critic (SAC) algorithm, tile coding, and the Dynamic Window
   Approach (DWA) to enhance path planning capabilities. ASAC leverages SAC
   with an automatic entropy adjustment mechanism to balance exploration
   and exploitation, integrates tile coding for improved feature
   representation, and utilizes DWA to define the action space through
   parameters such as target heading, obstacle distance, and velocity In
   this framework, the action space is defined by DWA's three weighting
   parameters: target heading deviation, distance to the nearest obstacle,
   and velocity. To facilitate the learning process, a non-sparse reward
   function is designed, incorporating factors such as Time- to-Collision
   (TTC), heading, and velocity. To validate the effectiveness of the
   algorithm, experiments were conducted in four different environments,
   and the algorithm was evaluated based on metrics such as trajectory
   deviation, smoothness, and time to reach the end point. The results
   demonstrate that ASAC outperforms existing algorithms in terms of
   trajectory smoothness, arrival time, and overall adaptability across
   various scenarios, effectively enabling path planning in dynamic
   environments.",JOURNAL OF KING SAUD UNIVERSITY-COMPUTER AND INFORMATION SCIENCES,,Article,10.1016/j.jksuci.2024.102254,,,,"Tao, Bodong and Kim, Jae-Hoon",,26.0,WOS:001373302400001,,,paper,deep reinforcement learning based local path planning in dynamic environments for mobile robot,10.1016/j.jksuci.2024.102254,https://doi.org/10.1016/j.jksuci.2024.102254,https://doi.org/10.1016/j.jksuci.2024.102254,161.142,citations=26; year=2024; risk_terms=1; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.jksuci.2024.102254,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S1319157824003434,text/html;charset=UTF-8,
1.086,20,PHYSBENCH-REF-0032,안전 강화학습 제약 위반 (Safe reinforcement learning constraint violation),3,learning;manipulation,56,,2024,"Brain-Inspired Deep Meta-Reinforcement Learning for Active Coordinated
   Fault-Tolerant Load Frequency Control of Multi-Area Grids","This paper proposes an active coordinated fault tolerance load frequency
   control (AFCT-LFC) method, which effectively prevents sudden frequency
   changes caused by unit actuator failures or unplanned decommissioning in
   a multi-area interconnected grid subject to the performance-based
   frequency regulation market mechanism. It can also reduce regulation
   mileage payments and achieve multi-objective active fault-tolerant
   control. In addition, this paper proposes a brain-Inspired deep
   meta-deterministic policy gradient algorithm (BIMA-DMDPG), which adopts
   multi-agent centralized training, equates the controller of each area as
   an agent capable of independent decision making, and implements
   distributed training by dividing the environment into multiple
   environments. In addition, meta-reinforcement learning is employed to
   realize multi-task collaborative learning. The optimal policy is
   actively selected under different fault conditions to achieve active
   fault-tolerant control. The superior performance of the method is
   verified in a four-area LFC model of the China Southern Grid (CSG), in
   which it is tested alongside a selection of existing algorithms.Note to
   Practitioners-AFCT-LFC is based on advanced artificial intelligence
   algorithm, which can effectively identify any fault in multi-area grids
   and make rapid response to achieve active fault-tolerant control.
   Compared with the existing model-based fault-tolerant control methods,
   the BIMA-DMDPG algorithm proposed in this paper does not need to rely on
   accurate mathematical models, and can be applied to practice through
   simple training, which is very suitable for practical applications.
   Therefore, AFCT-LFC is an advanced adaptive active fault-tolerant
   control method that can be truly applied in practice because of its
   fast-decision-making ability and performance.",IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,Article,10.1109/TASE.2023.3263005,,,,"Li, Jiawen and Zhou, Tao and Cui, Haoyang",,40.0,WOS:000967332100001,,,paper,brain inspired deep meta reinforcement learning for active coordinated fault tolerant load frequency control of multi area grids,10.1109/tase.2023.3263005,https://doi.org/10.1109/tase.2023.3263005,https://doi.org/10.1109/tase.2023.3263005,176.99,citations=40; year=2024; risk_terms=2; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tase.2023.3263005,True,202.0,https://ieeexplore.ieee.org/document/10091207/,text/html; charset=UTF-8,
1.086,20,PHYSBENCH-REF-0032,안전 강화학습 제약 위반 (Safe reinforcement learning constraint violation),3,learning;manipulation,84,,2026,"A constrained reinforcement learning based approach for cooperative
   control of multi-UAV in dense obstacle environments","Formation control of multiple unmanned aerial vehicles (UAVs) is a
   fundamental challenge for advanced cooperative tasks. In dense obstacle
   environments, machine learning-based formation control algorithms face
   significant challenges due to the high environmental complexity and UAV
   dynamics, particularly manifested as an explosion in state space
   dimensionality and poor obstacle avoidance robustness. To address these
   issues, this paper proposes a threat-aware subspace feature extraction
   mechanism and constraint learning algorithm within a deep reinforcement
   learning (DRL) framework. Our approach first reconstructs spatial
   distributions of high-threat obstacles and UAV kinematic characteristics
   from LiDAR point cloud data to reduce state space dimensionality. Then,
   we solve the obstacle avoidance problem using a novel constrained
   reinforcement learning framework. This framework employs a
   safety-oriented penalty function instead of conventional posterior
   penalties to explicitly enforce safety constraints, thereby preventing
   dangerous actions. We rigorously prove the algorithm's convergence and
   stability using Lyapunov stability theory. Comparative experiments
   carried out in the high-fidelity AirSim environment have demonstrated
   that the proposed algorithm outperforms the state-of-the-art methods,
   where the convergence speed improves by 36.36\%, stability increases by
   18.22\%, and mission success rate rises by 5.6\%.",SCIENCE CHINA-TECHNOLOGICAL SCIENCES,,Article,10.1007/s11431-025-3076-2,,,,"Gu, Jian and Wang, Yin",,17.0,WOS:001660849600011,,,paper,a constrained reinforcement learning based approach for cooperative control of multi uav in dense obstacle environments,10.1007/s11431-025-3076-2,https://doi.org/10.1007/s11431-025-3076-2,https://doi.org/10.1007/s11431-025-3076-2,170.465,citations=17; year=2026; risk_terms=3; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.1007/s11431-025-3076-2,True,200.0,https://link.springer.com/article/10.1007/s11431-025-3076-2,text/html; charset=utf-8,
1.086,20,PHYSBENCH-REF-0032,안전 강화학습 제약 위반 (Safe reinforcement learning constraint violation),3,learning;manipulation,98,,2025,"Memory-driven deep-reinforcement learning for autonomous robot
   navigation in partially observable environments","Service robots with autonomous navigational capabilities playa critical
   role in dynamic contexts where safe and collision-free human
   interactions are important. However, the unpredictable nature of human
   behavior, the prevalence of occlusions and the lack of complete
   environmental perception due to sensor limitations can severely restrict
   effective robot navigation. We propose a memory-driven algorithm that
   employs deep reinforcement learning to enable collision-free proactive
   navigation in partially observable environments. The proposed method
   takes the relative states of humans within a limited FoV and sensor
   range as input into the neural network. The model employs a
   bidirectional gated recurrent unit as a temporal function to
   strategically incorporate the previous context of input sequences and
   facilitate the assimilation of the observations. This approach allows
   the model to assign greater attention to intricate human-robot
   relations, allowing abetter understanding of the ever-changing dynamics
   within an environment. Simulations and experimental outcomes validate
   the efficacy of the policy-based navigation approach. It achieves
   superior collision avoidance performance compared to representative
   existing methods and exhibits efficient navigation by incorporating the
   limitations of sensors during training.",ENGINEERING SCIENCE AND TECHNOLOGY-AN INTERNATIONAL JOURNAL-JESTECH,,Article,10.1016/j.jestch.2024.101942,,,,"Montero, Estrella and Pico, Nabih and Ghergherehchi, Mitra and Song, Ho
   Seung",,10.0,WOS:001411072100001,,,paper,memory driven deep reinforcement learning for autonomous robot navigation in partially observable environments,10.1016/j.jestch.2024.101942,https://doi.org/10.1016/j.jestch.2024.101942,https://doi.org/10.1016/j.jestch.2024.101942,168.571,citations=10; year=2025; risk_terms=2; physical_terms=4; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.jestch.2024.101942,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S2215098624003288,text/html;charset=UTF-8,
1.086,20,PHYSBENCH-REF-0032,안전 강화학습 제약 위반 (Safe reinforcement learning constraint violation),3,learning;manipulation,137,,2023,"Uncertainty quantification via a memristor Bayesian deep neural network
   for risk-sensitive reinforcement learning","Many advanced artificial intelligence tasks, such as policy
   optimization, decision making and autonomous navigation, demand
   high-bandwidth data transfer and probabilistic computing, posing great
   challenges for conventional computing hardware. Since digital computers
   based on the von Neumann architecture are good at precise and
   deterministic computing, their computing efficiency is limited by the
   high cost of both data transfer between memory and computing units and
   massive random number generation. Here we develop a stochastic
   computation-in-memory computing system that can efficiently perform both
   in situ random number generation and computation based on the nanoscale
   physical behaviour of memristors. This system is constructed based on a
   hardware-implemented multiple-memristor-array system. To demonstrate its
   functionality and efficiency, we implement a typical risk-sensitive
   reinforcement learning task, namely the storm coast task, with a
   four-layer Bayesian deep neural network. The computing system
   efficiently decomposes aleatoric and epistemic uncertainties by
   exploiting the inherent stochasticity of memristor. Compared with the
   conventional digital computer, our memristor-based system achieves a 10
   times higher speed and 150 times higher energy efficiency in uncertainty
   decomposition. This stochastic computation-in-memory computing system
   paves the way for high-speed and energy-efficient implementation of
   various probabilistic artificial intelligence algorithms.
   The stochastic features of memristors make them suitable for computation
   and probabilistic sampling; however, implementing these properties in
   hardware is extremely challenging. Lin et al. introduce an approach that
   leverages the cycle-to-cycle read variability of memristors as a
   physical random variable for in situ, real-time random number
   generation, and demonstrate it on a risk-sensitive reinforcement
   learning task.",NATURE MACHINE INTELLIGENCE,,Article,10.1038/s42256-023-00680-y,,,,"Lin, Yudeng and Zhang, Qingtian and Gao, Bin and Tang, Jianshi and Yao,
   Peng and Li, Chongxuan and Huang, Shiyu and Liu, Zhengwu and Zhou, Ying
   and Liu, Yuyi and Zhang, Wenqiang and Zhu, Jun and Qian, He and Wu,
   Huaqiang",,49.0,WOS:001014470500001,,,paper,uncertainty quantification via a memristor bayesian deep neural network for risk sensitive reinforcement learning,10.1038/s42256-023-00680-y,https://doi.org/10.1038/s42256-023-00680-y,https://doi.org/10.1038/s42256-023-00680-y,163.768,citations=49; year=2023; risk_terms=2; physical_terms=1; prestige_venue=mandatory_candidate,https://doi.org/10.1038/s42256-023-00680-y,True,200.0,https://www.nature.com/articles/s42256-023-00680-y,"text/html; charset=""UTF-8""",
1.086,20,PHYSBENCH-REF-0032,안전 강화학습 제약 위반 (Safe reinforcement learning constraint violation),3,learning;manipulation,183,,2026,"Autonomous Driving at Unsignalized Intersections: A Review of
   Decision-Making Challenges and Reinforcement Learning-Based Solutions","Autonomous driving at unsignalized intersections is still considered a
   challenging application for machine learning due to the complications
   associated with handling complex multi-agent scenarios characterized by
   a high degree of uncertainty. Automating the decision-making process in
   these safety-critical environments involves comprehending multiple
   levels of abstraction associated with learning robust driving behaviors
   to enable the vehicle to navigate efficiently. In this survey, we aim at
   exploring the state-of-the-art techniques implemented for
   decision-making applications, with a focus on algorithms that combine
   Reinforcement Learning (RL) and deep learning for learning traversing
   policies at unsignalized intersections. The reviewed schemes vary in the
   proposed driving scenario, in the assumptions made for the used
   intersection model, in the tackled challenges, and in the learning
   algorithms that are used. We have presented comparisons for these
   techniques to highlight their limitations and strengths. Based on our
   in-depth investigation, it can be discerned that a robust
   decision-making scheme for navigating real-world unsignalized
   intersection has yet to be developed. Along with our analysis and
   discussion, we recommend potential research directions encouraging the
   interested players to tackle the highlighted challenges. By adhering to
   our recommendations, decision-making architectures that are both
   non-overcautious and safe, yet feasible, can be trained and validated in
   real-world unsignalized intersections environments. Note to
   Practitioners-Navigating unsignalized intersections is one of the most
   challenging aspects of urban autonomous driving, directly linked to high
   accident rates and inefficiencies in road traffic. This paper surveys
   decision-making strategies for autonomous vehicles at such
   intersections, aiming to bridge the gap between theoretical advancements
   and real-world applications. Traditional rule-based decision-making and
   optimization techniques can be effective in predictable scenarios but
   often fail in environments with high uncertainty and dynamic multi-agent
   interactions. Reinforcement learning (RL)-based methods, while promising
   in their ability to learn from experience and adapt to complex
   environments, still face significant challenges. These include ensuring
   safety-critical behavior, achieving real-time performance, and bridging
   the simulation-to-reality gap. For practitioners in the autonomous
   driving and robotics industries, this survey provides a practical guide
   to evaluating existing decision-making approaches, their potential for
   deployment, and their limitations. It highlights key considerations such
   as computational efficiency, scalability, and robustness required for
   urban driving scenarios. The discussion also emphasizes the importance
   of integrating diverse data sources and testing solutions in real-world
   environments to ensure reliability. By leveraging the insights presented
   in this survey, practitioners can better assess and refine algorithms to
   tackle the nuanced challenges of unsignalized intersections. This work
   serves as a foundational step towards developing more robust, adaptable,
   and safe decision-making systems for autonomous vehicles in such complex
   urban environments.",IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,Article,10.1109/TASE.2025.3646982,,,,"Al-Sharman, Mohammad and Edes, Luc and Sun, Bert and Jayakumar, Vishal
   and Tahir, Hasan and Daoud, Mohamed A. and Emran, Bara J. and Rayside,
   Derek and Melek, William",,1.0,WOS:001662976400008,,,paper,autonomous driving at unsignalized intersections a review of decision making challenges and reinforcement learning based solutions,10.1109/tase.2025.3646982,https://doi.org/10.1109/tase.2025.3646982,https://doi.org/10.1109/tase.2025.3646982,159.704,citations=1; year=2026; risk_terms=6; physical_terms=3; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tase.2025.3646982,True,202.0,https://ieeexplore.ieee.org/document/11310835/,text/html; charset=UTF-8,
1.085,119,PHYSRISK-REF-0001,가림에 의한 충돌 (Occlusion-induced collision),3,collision;navigation,98,,2025,"Memory-driven deep-reinforcement learning for autonomous robot
   navigation in partially observable environments","Service robots with autonomous navigational capabilities playa critical
   role in dynamic contexts where safe and collision-free human
   interactions are important. However, the unpredictable nature of human
   behavior, the prevalence of occlusions and the lack of complete
   environmental perception due to sensor limitations can severely restrict
   effective robot navigation. We propose a memory-driven algorithm that
   employs deep reinforcement learning to enable collision-free proactive
   navigation in partially observable environments. The proposed method
   takes the relative states of humans within a limited FoV and sensor
   range as input into the neural network. The model employs a
   bidirectional gated recurrent unit as a temporal function to
   strategically incorporate the previous context of input sequences and
   facilitate the assimilation of the observations. This approach allows
   the model to assign greater attention to intricate human-robot
   relations, allowing abetter understanding of the ever-changing dynamics
   within an environment. Simulations and experimental outcomes validate
   the efficacy of the policy-based navigation approach. It achieves
   superior collision avoidance performance compared to representative
   existing methods and exhibits efficient navigation by incorporating the
   limitations of sensors during training.",ENGINEERING SCIENCE AND TECHNOLOGY-AN INTERNATIONAL JOURNAL-JESTECH,,Article,10.1016/j.jestch.2024.101942,,,,"Montero, Estrella and Pico, Nabih and Ghergherehchi, Mitra and Song, Ho
   Seung",,10.0,WOS:001411072100001,,,paper,memory driven deep reinforcement learning for autonomous robot navigation in partially observable environments,10.1016/j.jestch.2024.101942,https://doi.org/10.1016/j.jestch.2024.101942,https://doi.org/10.1016/j.jestch.2024.101942,168.571,citations=10; year=2025; risk_terms=2; physical_terms=4; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.jestch.2024.101942,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S2215098624003288,text/html;charset=UTF-8,
1.085,56,PHYSBENCH-REF-0061,접촉 조작 힘 감지 실패 (Contact-rich manipulation force-sensing failure),3,collision;manipulation,161,,2024,"TacSuit: A Wearable Large-Area, Bioinspired Multimodal Tactile Skin for
   Collaborative Robots","Robots are now working more and more closely with humans outside of
   traditional fences in industrial scenes. Their real-time tactile
   interaction perception is crucial to the safety of human-robot
   collaboration (HRC). In this work, we present a customized, wearable,
   and modular robot skin (TacSuit), which is scalable for large-area
   surface coverage of robot with easily accessible multimodal sensors,
   including pressure, proximity, acceleration, and temperature sensors.
   The TacSuit is co-designed for mechanical structure and data fusion
   algorithm, consisting of three levels of design: sensor, cell (of
   multimodal sensors), and block (of multiple cells). These sensors are
   stored with custom-designed and 3-D printed capsules to achieve the
   conformity, scalability, and easy installation to the arbitrary robot
   surface. A multilevel event-driven data fusion algorithm enables
   efficient information processing for large number of tactile sensors.
   Furthermore, a virtual interaction force fusion method takes both the
   proximity and force perception information into consideration in order
   to achieve safety of whole interaction process before and after direct
   physical contacts. A humanoid robotic platform successfully realizes the
   TacSuit wear of 159 tactile cells. Validation experiments of obstacle
   detection demonstrate the effective collision avoidance capability of
   the TacSuit for safe HRC.",IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,,Article,10.1109/TIE.2023.3253921,,,,"Zhou, Yanmin and Zhao, Jiangang and Lu, Ping and Wang, Zhipeng and He,
   Bin",,31.0,WOS:001051778100057,,,paper,tacsuit a wearable large area bioinspired multimodal tactile skin for collaborative robots,10.1109/tie.2023.3253921,https://doi.org/10.1109/tie.2023.3253921,https://doi.org/10.1109/tie.2023.3253921,161.52,citations=31; year=2024; risk_terms=3; physical_terms=7,https://doi.org/10.1109/tie.2023.3253921,True,202.0,https://ieeexplore.ieee.org/document/10068344/,text/html; charset=UTF-8,
