match_score,card_idx,card_badge,card_label,card_refs_before,overlap_tags,rank,source_file,year,title,abstract,venue,institution,document_type,doi,url,landing_page_url,pdf_url,authors,first_author,citations,record_id,matched_terms,matched_l3,record_type,title_key,doi_key,candidate_url,url_key,score,selection_reason,checked_url,access_ok,status_code,final_url,content_type,access_error,skip_reason
1.171,53,PHYSBENCH-REF-0053,장애물 개입 충돌 (Obstacle intervention collision),4,collision;navigation,106,,2023,"Path planning algorithm of robot arm based on improved RRT{*} and BP
   neural network algorithm","To address the issues of slow motion planning, low efficiency, and high
   path calculation cost of the six-degrees of freedom manipulator in three
   dimensional multi-obstacle narrow space, a path planning method of the
   manipulator based on Back Propagation (BP) neural network and improved
   Rapidly expanding Random Tree{*} (RRT{*}) algorithm is proposed
   (referred to as BP-RRT{*}). Due to the spherical envelope of the
   obstacle, this method evaluates the connection between the path and
   obstacle in space using the triangular function and identifies the
   collision-free path in 3D space. Then, using the sampling space
   division, obstacles discretization, and distance weight function, the
   adaptive node sampling proability method of RRT{*} algorithm in space is
   proposed, to reduce unnecessary sampling nodes and optimize the sampling
   efficiency; because the sampling nodes might fall into the area with
   dense obstacles, which results in significant increase in the search
   time. A stepwise sampling method is proposed to mod-ify the global
   search into a phased local search, train the BP neural network model,
   forecast the number of node samples in the local search at each stage,
   automatically guide the algorithm into the next stage to complete the
   search, and improve the path optimization efficiency. Finally, the
   simulation experiment of the improved BP-RRT{*} algorithm is executed on
   the Python and Robot Operating System, and the physical experiment is
   done on the Baxter manipulator. The effectiveness and superiority of the
   improved algo-rithm are determined by comparing it with the existing
   algorithms. (c) 2023 The Authors. Published by Elsevier B.V. on behalf
   of King Saud University. This is an open access article under the CC
   BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).",JOURNAL OF KING SAUD UNIVERSITY COMPUTER AND INFORMATION SCIENCES,,Article,10.1016/j.jksuci.2023.101650,,,,"Gao, Qingyang and Yuan, Qingni and Sun, Yu and Xu, Liangyao",,51.0,WOS:001141249800001,,,paper,path planning algorithm of robot arm based on improved rrt and bp neural network algorithm,10.1016/j.jksuci.2023.101650,https://doi.org/10.1016/j.jksuci.2023.101650,https://doi.org/10.1016/j.jksuci.2023.101650,164.317,citations=51; year=2023; risk_terms=1; physical_terms=2; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.jksuci.2023.101650,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S1319157823002045,text/html;charset=UTF-8,,card_reference_limit_5
1.144,53,PHYSBENCH-REF-0053,장애물 개입 충돌 (Obstacle intervention collision),4,collision;navigation,156,,2024,"Comprehensive Review of Drones Collision Avoidance Schemes: Challenges
   and Open Issues","In the contemporary landscape, the escalating deployment of drones
   across diverse industries has ushered in a consequential concern,
   including ensuring the security of drone operations. This concern
   extends to a spectrum of challenges, encompassing collisions with
   stationary and mobile obstacles and encounters with other drones.
   Moreover, the inherent limitations of drones, namely constraints on
   energy consumption, data storage capacity, and processing power, present
   formidable obstacles in developing collision avoidance algorithms. This
   review paper explores the challenges of ensuring safe drone operations,
   focusing on collision avoidance. We explore collision avoidance methods
   for UAVs from various perspectives, categorizing them into four main
   groups: obstacle detection and avoidance, collision avoidance
   algorithms, drone swarm, and path optimization. Additionally, our
   analysis delves into machine learning techniques, discusses metrics and
   simulation tools to validate collision avoidance systems, and delineates
   local and global algorithmic perspectives. Our evaluation reveals
   significant challenges in current drone collision prevention algorithms.
   Despite advancements, critical UAV network and communication challenges
   are often overlooked, prompting a reliance on simulation-based research
   due to cost and safety concerns. Challenges encompass precise detection
   of small and moving obstacles, minimizing path deviations at minimal
   cost, high machine learning and automation expenses, prohibitive costs
   of real testbeds, limited environmental comprehension, and security
   apprehensions. By addressing these key areas, future research can
   advance the field of drone collision avoidance and pave the way for
   safer and more efficient UAV operations.",IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,,Article,10.1109/TITS.2024.3375893,,,,"Rezaee, Mohammad Reza and Hamid, Nor Asilah Wati Abdul and Hussin,
   Masnida and Zukarnain, Zuriati Ahmad",,78.0,WOS:001193871800001,,,paper,comprehensive review of drones collision avoidance schemes challenges and open issues,10.1109/tits.2024.3375893,https://doi.org/10.1109/tits.2024.3375893,https://doi.org/10.1109/tits.2024.3375893,159.172,citations=78; year=2024; risk_terms=4; physical_terms=2,https://doi.org/10.1109/tits.2024.3375893,True,202.0,https://ieeexplore.ieee.org/document/10477874/,text/html; charset=UTF-8,,card_reference_limit_5
1.139,65,PHYSBENCH-REF-0088,이동-조작 통합 실패 (Locomotion-integrated manipulation failure),1,collision;manipulation,91,,2023,"Integrated Task Sensing and Whole Body Control for Mobile Manipulation
   With Series Elastic Actuators","In this paper, an integrated framework consisting of the sensing,
   navigation and control is proposed for an autonomous mobile manipulator
   driven by series elastic actuators (SEAs) to preform mobile manipulation
   tasks in unknown environments. First, ORB-SLAM2 technique is combined
   into the environment sensing by extracting the ORB features, automatic
   initialization, repositioning and loop detection for real-time posture
   estimation. Then, the navigation function is designed for generating
   collision-free trajectory in an environment with obstacles. To realize
   kinematic and dynamic control of the mobile manipulator with the
   developed SEA joints, the whole body dynamics is considered and
   described. And to handle dynamic uncertainties and the SEA inherent
   saturation limits, a novel adaptive neural network control considering
   the whole body dynamics is proposed. Without knowing the exact
   parameters of the whole body model, the designed controller merely
   requires the position and velocity of the actuators and links, which can
   make the tracking errors converge to zero and keep all signals uniformly
   bounded in the closed-loop system. The performance and efficiency of the
   proposed method are verified by extensive experiments.",IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,Article,10.1109/TASE.2022.3156127,,,,"Ren, Xiaoqian and Liu, Yueyue and Hu, Yingbai and Li, Zhijun",,28.0,WOS:000767853800001,,,paper,integrated task sensing and whole body control for mobile manipulation with series elastic actuators,10.1109/tase.2022.3156127,https://doi.org/10.1109/tase.2022.3156127,https://doi.org/10.1109/tase.2022.3156127,166.142,citations=28; year=2023; risk_terms=1; physical_terms=4; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tase.2022.3156127,True,202.0,https://ieeexplore.ieee.org/document/9732182/,text/html; charset=UTF-8,,document_reuse_limit_2
1.118,53,PHYSBENCH-REF-0053,장애물 개입 충돌 (Obstacle intervention collision),4,collision;navigation,21,,2025,STR: Spatial-Temporal RetNet for Distributed Multi-Robot Navigation,"The core of multi-robot collision avoidance is to guide robots to avoid
   collisions with other robots and obstacles in a dynamic multi-robot
   environment, which has recently gained increasing interest among the
   main challenges of robotics. However, the current multi-robot navigation
   policy neural network exhibits weak position encoding capabilities for
   spatial environmental features in mapping environment states and robot
   actions, as well as an inability to recurrently infer information on
   dynamic environmental features in the temporal dimension, leading to
   insufficient safety and effectiveness in guiding robot motion. In this
   paper, we propose a novel spatial-temporal RetNet (STR) that encodes
   reciprocal collision avoidance states between robots in both spatial and
   temporal dimensions, aiming to enhance the safety and effectiveness of
   the policy neural network in guiding robots to accomplish specified
   tasks. The spatial state encoder module is developed based on parallel
   RetNet structure, which enhances the ability of the neural network in
   multi-robot navigation policies to extract reciprocal collision
   avoidance states between robots in spatial dimensions and overcomes the
   weak position encoding capability of advanced transformer-based
   multi-robot navigation policy neural networks. A temporal state encoder
   is designed by introducing the recurrent RetNet structure. This enhances
   the multi-robot navigation policy neural network's ability to encode
   features in the temporal dimension of multi-robot movements and
   overcomes the transformer-based multi-robot navigation policy neural
   network's inability to recurrently infer information in the time
   dimension. Simulation experiments were designed to demonstrate that the
   safety and effectiveness of our proposed method outperform the previous
   state-of-the-art approaches in guiding the robot to complete the task.
   Physical experiments illustrate that our policy can be effectively
   applied to real-world systems.
   Note to Practitioners-Multi-robot navigation has a wide range of
   real-world applications, such as multi-robot formation flying for search
   and rescue, autonomous warehouse operations, and robots navigating
   through human crowds. This paper introduces a novel Spatial-Temporal
   RetNet (STR) framework aimed at enhancing safety and effectiveness in
   multi-robot collision avoidance. STR addresses the limitations of
   existing methods by improving the neural network's ability to extract
   reciprocal collision avoidance states in both spatial and temporal
   dimensions. The spatial state encoder strengthens the extraction of
   spatial features, while the temporal state encoder improves the handling
   of time-dependent information. Simulation and physical experiments
   demonstrate that STR enhances robot navigation in dynamic environments,
   making it suitable for real-world applications such as multi-robot
   coordination.",IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,Article,10.1109/TASE.2024.3524000,,,,"Chen, Lin and Wang, Yaonan and Miao, Zhiqiang and Feng, Mingtao and
   Wang, Yuanzhe and Mo, Yang and He, Wei and Wang, Hesheng and Wang,
   Danwei",,12.0,WOS:001395159700001,,,paper,str spatial temporal retnet for distributed multi robot navigation,10.1109/tase.2024.3524000,https://doi.org/10.1109/tase.2024.3524000,https://doi.org/10.1109/tase.2024.3524000,180.909,citations=12; year=2025; risk_terms=3; physical_terms=5; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tase.2024.3524000,True,202.0,https://ieeexplore.ieee.org/document/10836132/,text/html; charset=UTF-8,,card_reference_limit_5
1.118,53,PHYSBENCH-REF-0053,장애물 개입 충돌 (Obstacle intervention collision),4,collision;navigation,125,,2025,"AI Enabled Automatic Mobile Robot Intelligent Navigation in Construction
   With Obstacle Awareness","In the construction industry, the integration of artificial intelligence
   (AI) and robotics has led to significant advancements in automating
   various tasks. One critical aspect is the intelligent navigation of
   automatic mobile robot (AMR) within construction sites, where dynamic
   environments pose challenges such as inaccurate robot state estimation,
   irregular and textureless obstacle detection. To solve these issues,
   this paper designs an AI enabled obstacle-aware AMR intelligent
   navigation approach while ensuring robot safety and efficiency.
   Specifically, the robot is equipped with the complementary RGB camera,
   inertial measurement unit (IMU) and wheel encoder to estimate the states
   (i.e., positions, orientations and velocities), which have been tightly
   fused in the optimization framework. Furthermore, the RGB-Depth images
   are jointly fed into the AI model. It combines of Mask-RCNN and
   multi-scale attention network, to detect and segment the obstacles, and
   estimate the corresponding relative depth. It should be noted that the
   system incorporates obstacle awareness mechanisms to dynamically switch
   the robot's velocities in response to obstacles in the environment,
   ensuring smooth and collision-free movement. Experimental results
   demonstrate the effectiveness and robustness of the proposed AI-enabled
   navigation system in real-world construction scenarios, showcasing its
   potential to enhance productivity and safety in construction automation.",IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,Article,10.1109/TASE.2025.3558498,,,,"Zhang, Yinlong and Liu, Yuanhao and Cui, Yunge and Zeng, Ziming and
   Liang, Wei",,4.0,WOS:001600712200008,,,paper,ai enabled automatic mobile robot intelligent navigation in construction with obstacle awareness,10.1109/tase.2025.3558498,https://doi.org/10.1109/tase.2025.3558498,https://doi.org/10.1109/tase.2025.3558498,162.532,citations=4; year=2025; risk_terms=4; physical_terms=3; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tase.2025.3558498,True,202.0,https://ieeexplore.ieee.org/document/10955263/,text/html; charset=UTF-8,,card_reference_limit_5
1.11,56,PHYSBENCH-REF-0061,접촉 조작 힘 감지 실패 (Contact-rich manipulation force-sensing failure),4,collision;privacy,20,,2024,Remote sensing for shallow bathymetry: A systematic review,"Shallow bathymetric mapping is important for navigation safety and
   geomorphologic, hydrologic and oceanographic research. However, field
   measurements and shipborne sonar are inefficient and dangerous to
   operate in shallow-water areas. In recent years, owing to its high
   efficiency, non-contact, and repeated observation benefits, remotely
   sensed bathymetry has grown quickly and is now being explored in depth.
   Spectral, photo, laser, and wave-derived bathymetry are among the common
   methods, which use platforms such as satellites, aircraft, and drones,
   and sensors such as optical cameras, lasers, and radars. These
   techniques provide bathymetry for shallow seas, rivers, lakes, and
   reservoirs. However, existing reviews are either outdated or cover just
   one aspect of bathymetry; a systematic review is needed. In this study,
   a bibliometric analysis of peer-reviewed research papers retrieved from
   the Scopus database was conducted. Based on this analysis, we further
   summarize the current methods, platforms, sensors, and applications in
   remote sensing bathymetry, and present our perspectives. Our results
   indicate that satellite-derived bathymetry is the current focus of this
   subject, while emerging drones generate higher-resolution bathymetric
   data. In addition, spectrally derived bathymetry is widely implemented
   in shallow waters, and laser bathymetry is highly accurate, while
   wave-derived bathymetry is an effective supplement for existing optical
   methods in coastal waters. Meanwhile, water penetrating radar, tethered
   sonar, and satellite altimetry are widely used for inland water
   bathymetry. However, single bathymetric approaches have their own
   limitations and typical physical/empirical models are often unable to
   accurately retrieve water depths in complicated situations. Therefore,
   remote sensing-based shallow-water bathymetry is moving towards
   data-driven modeling and multi-source coupling.",EARTH-SCIENCE REVIEWS,,Review,10.1016/j.earscirev.2024.104957,,,,"He, Jinchen and Zhang, Shuhang and Cui, Xiaodong and Feng, Wei",,39.0,WOS:001346121900001,,,paper,remote sensing for shallow bathymetry a systematic review,10.1016/j.earscirev.2024.104957,https://doi.org/10.1016/j.earscirev.2024.104957,https://doi.org/10.1016/j.earscirev.2024.104957,181.644,citations=39; year=2024; risk_terms=2; physical_terms=3; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.earscirev.2024.104957,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S001282522400285X,text/html;charset=UTF-8,,card_reference_limit_5
1.11,56,PHYSBENCH-REF-0061,접촉 조작 힘 감지 실패 (Contact-rich manipulation force-sensing failure),4,collision;privacy,188,,2021,"Safety assurance mechanisms of collaborative robotic systems in
   manufacturing","Collaborative robots (cobots) are robots that are designed to
   collaborate with humans in an open workspace. In contrast to industrial
   robots in an enclosed environment, cobots need additional mechanisms to
   assure humans' safety in collaborations. It is especially true when a
   cobot is used in manufacturing environment; since the workload or moving
   mass is usually large enough to hurt human when a contact occurs. In
   this article, we are interested in understanding the existing studies on
   cobots, and especially, the safety requirements, and the methods and
   challenges of safety assurance. The state of the art of safety assurance
   of cobots is discussed at the aspects of key functional requirements
   (FRs), collaboration variants, standardizations, and safety mechanisms.
   The identified technological bottlenecks are (1) acquiring, processing,
   and fusing diversified data for risk classification, (2) effectively
   updating the control to avoid any interference in a real-time mode, (3)
   developing new technologies for the improvement of HMI performances,
   especially, workloads and speeds, and (4) reducing the overall cost of
   safety assurance features. To promote cobots in manufacturing
   applications, the future researches are expected for (1) the systematic
   theory and methods to design and build cobots with the integration of
   ergonomic structures, sensing, real-time controls, and human-robot
   interfaces, (2) intuitive programming, task-driven programming, and
   skill-based programming which incorporate the risk management and the
   evaluations of biomechanical load and stopping distance, and (3)
   advanced instrumentations and algorithms for effective sensing,
   processing, and fusing of diversified data, and machine learning for
   high-level complexity and uncertainty. The needs of the safety assurance
   of integrated robotic systems are specially discussed with two
   development examples.",ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,,Article,10.1016/j.rcim.2020.102022,,,,"Bi, Z. M. and Luo, Chaomin and Miao, Zhonghua and Zhang, Bing and Zhang,
   W. J. and Wang, Lihui",,201.0,WOS:000573439800001,,,paper,safety assurance mechanisms of collaborative robotic systems in manufacturing,10.1016/j.rcim.2020.102022,https://doi.org/10.1016/j.rcim.2020.102022,https://doi.org/10.1016/j.rcim.2020.102022,157.316,citations=201; year=2021; risk_terms=4; physical_terms=6,https://doi.org/10.1016/j.rcim.2020.102022,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S0736584520302337,text/html;charset=UTF-8,,card_reference_limit_5
1.105,80,PHYSRISK-REF-0020,실시간 지연 및 동기화 실패 (Real-time latency and synchronization failure),3,privacy;vehicle,53,,2025,"Artificial Lateral Line Sensor for Robotic Fish Speed Measurement Based
   on Surface Flow Field Detection and Turbulence Noise Suppression","Compared with traditional underwater vehicles, robotic fish have been
   receiving increasing attention in recent years due to their excellent
   maneuverability. However, the characteristics of fishlike undulatory
   motions and complex underwater working environment have posed
   significant challenges to robotic fish speed measurement, limiting their
   autonomy. To overcome these challenges, an artificial lateral line
   sensor (ALLS) was developed, drawing inspiration from the tactile system
   of fish. It captured the real-time speed of robotic fish through
   assessing the deformation of the stressed component under laminar flow
   impact. To mitigate turbulence disturbances near the ALLS, three flow
   control components, fairing, flow conditioner, and flow collector, were
   proposed to attenuate turbulence noise under the viscous effect.
   Furthermore, a physics-informed calibration method was presented to
   establish the nonlinear model of ALLS. Specifically, a physical model
   embedding algorithm based on data resampling was used to mitigate the
   risk of overfitting by the multilayer perceptron, considering the
   influence of turbulence disturbance and fishlike undulatory noise.
   Compared with the classical calibration method based on physical model
   fitting, the calibration method proposed in this paper reduced the error
   by 36.0\%. Our ALLS's final mean absolute error was 0.016 m/s with a
   linearity (R-2 ) of 0.956. The experimental results indicated that the
   significant changes in the motion state of robotic fish reduced the
   accuracy of ALLS. The fusion with other sensors is expected to enhance
   the robustness of ALLS in the future. Note to Practitioners-The
   motivation of this paper is to design an artificial lateral line sensor
   based on surface flow field detection and turbulence noise suppression,
   providing a small-sized and high-precision solution to the speed
   measurement problem of bionic robotic fish. Most existing ALLS research
   focused on developing new types of sensors based on different
   measurement principles, without suppressing the noise caused by fishlike
   motions, and most experiments were conducted in environments with
   excessive controls rather than free-swimming robotic fish. To this end,
   we developed an ALLS based on deformation measurement and proposed three
   flow control components to make the measured flow more stable.
   Furthermore, a physics-informed overfitting suppression method was used
   for the calibration task of the ALLS. A series of simulations and
   experiments demonstrated that the proposed turbulence noise suppression
   and calibration method were practical and effective. Hopefully, our
   methods can provide theoretical and technical guidance to marine
   engineers for underwater vehicle speed measurement and flow sensing. The
   recommended flow control component is applicable for conditioning
   surface fluids in pneumatic control systems. Furthermore, the proposed
   biomimetic tactile sensor is poised to inspire tactile-based
   human-machine interaction methods.",IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,Article,10.1109/TASE.2024.3413776,,,,"Zhang, Zhuoliang and Zhou, Chao and Cheng, Long and Fan, Junfeng and
   Tan, Min",,7.0,WOS:001252494400001,,,paper,artificial lateral line sensor for robotic fish speed measurement based on surface flow field detection and turbulence noise suppression,10.1109/tase.2024.3413776,https://doi.org/10.1109/tase.2024.3413776,https://doi.org/10.1109/tase.2024.3413776,174.112,citations=7; year=2025; risk_terms=2; physical_terms=6; prestige_venue=mandatory_candidate,https://doi.org/10.1109/tase.2024.3413776,True,202.0,https://ieeexplore.ieee.org/document/10562235/,text/html; charset=UTF-8,,one_new_ref_per_card_this_pass
1.105,80,PHYSRISK-REF-0020,실시간 지연 및 동기화 실패 (Real-time latency and synchronization failure),3,drone;vehicle,142,,2021,"A drone-based networked system and methods for combating coronavirus
   disease (COVID-19) pandemic","Coronavirus disease (COVID-19) is an infectious disease caused by a
   newly discovered coronavirus. It is similar to influenza viruses and
   raises concerns through alarming levels of spread and severity resulting
   in an ongoing pandemic worldwide. Within eight months (by August 2020),
   it infected 24.0 million persons worldwide and over 824 thousand have
   died. Drones or Unmanned Aerial Vehicles (UAVs) are very helpful in
   handling the COVID-19 pandemic. This work investigates the drone-based
   systems, COVID-19 pandemic situations, and proposes an architecture for
   handling pandemic situations in different scenarios using real-time and
   simulation-based scenarios. The proposed architecture uses wearable
   sensors to record the observations in Body Area Networks (BANs) in a
   push-pull data fetching mechanism. The proposed architecture is found to
   be useful in remote and highly congested pandemic areas where either the
   wireless or Internet connectivity is a major issue or chances of
   COVID-19 spreading are high. It collects and stores the substantial
   amount of data in a stipulated period and helps to take appropriate
   action as and when required. In real-time drone-based healthcare system
   implementation for COVID-19 operations, it is observed that a large area
   can be covered for sanitization, thermal image collection, and patient
   identification within a short period (2 KMs within 10 min approx.)
   through aerial route. In the simulation, the same statistics are
   observed with an addition of collision-resistant strategies working
   successfully for indoor and outdoor healthcare operations. Further, open
   challenges are identified and promising research directions are
   highlighted. (C) 2020 Elsevier B.V. All rights reserved.",FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE,,Article,10.1016/j.future.2020.08.046,,,,"Kumar, Adarsh and Sharma, Kriti and Singh, Harvinder and Naugriya, Sagar
   Gupta and Gill, Sukhpal Singh and Buyya, Rajkumar",,151.0,WOS:000591438800001,,,paper,a drone based networked system and methods for combating coronavirus disease covid 19 pandemic,10.1016/j.future.2020.08.046,https://doi.org/10.1016/j.future.2020.08.046,https://doi.org/10.1016/j.future.2020.08.046,160.334,citations=151; year=2021; risk_terms=1; physical_terms=3; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.future.2020.08.046,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S0167739X20317064,text/html;charset=UTF-8,,one_new_ref_per_card_this_pass
1.092,53,PHYSBENCH-REF-0053,장애물 개입 충돌 (Obstacle intervention collision),4,collision;navigation,28,,2022,"Human guided cooperative robotic agents in smart home using beetle
   antennae search","In this paper, we propose a control framework for cooperative robotic
   agents, which constitutes an essential component in the construction of
   futuristic smart-homes. Such agents assist humans in efficiently
   completing household chores. Usability, human friendliness, autonomy,
   and intelligent decision-making are the top considerations for designing
   such a system along with reliability, accuracy, and efficiency.
   Implementing a distributed control algorithm considering these goals is
   a complicated task since classical control frameworks focus on
   specialized robots working in an industrial environment and do not
   capture unique features of the home environment. For example, a
   household robotic agent needs to perform several general-purpose tasks
   without assuming that the user has specialized training similar to an
   industrial operator. Since the challenges and goals in designing a
   household robotic agent are different, there is a need for a control
   framework centered around the required goals. The proposed control
   framework considers the collision problem between several cooperative
   robotic agents while assisting the human user. We propose an
   optimization-driven approach to avoid static and dynamic obstacles
   present in the environment while simultaneously controlling the robots
   as commanded by the user. We formulate the optimization problem that
   incorporates the required goals and then use a neural network to solve
   the optimization problem efficiently. The neural network, beetle
   antennae search zeroing neural network (BASZNN), is inspired by the
   natural behavior of beetles. It solves the optimization problem in a
   gradient-free manner contributing to the computational efficiency of the
   neural network. Additionally, the distributed-processing capability of
   the neural networks contributes to computational efficiency and matches
   the distributed nature of the underlying problem. For testing the
   performance of BASZNN, we use V-REP and MATLAB to simulate a household
   environment. Three cooperative agents (KUKA LBR IIWA 7 mounted on P3-DX)
   assist a person in moving a table around the room. The simulation
   results show that the BASZNN can accurately and robustly accomplish the
   required task.",SCIENCE CHINA-INFORMATION SCIENCES,,Article,10.1007/s11432-020-3073-5,,,,"Khan, Ameer Tamoor and Li, Shuai and Cao, Xinwei",,89.0,WOS:000748246100002,,,paper,human guided cooperative robotic agents in smart home using beetle antennae search,10.1007/s11432-020-3073-5,https://doi.org/10.1007/s11432-020-3073-5,https://doi.org/10.1007/s11432-020-3073-5,179.997,citations=89; year=2022; risk_terms=3; physical_terms=4; prestige_venue=mandatory_candidate,https://doi.org/10.1007/s11432-020-3073-5,True,200.0,https://link.springer.com/article/10.1007/s11432-020-3073-5,text/html; charset=utf-8,,card_reference_limit_5
1.092,53,PHYSBENCH-REF-0053,장애물 개입 충돌 (Obstacle intervention collision),4,collision;navigation,141,,2024,"Research on shared control of robots based on hybrid brain-computer
   interface","Background: With the arrival of the new generation of artificial
   intelligence wave, new human-robot interaction technologies continue to
   emerge. Brain-computer interface (BCI) offers a pathway for state
   monitoring and interaction control between human and robot. However, the
   unstable mental state reduce the accuracy of human brain intent
   decoding, and consequently affects the precision of BCI control. New
   methods: This paper proposes a hybrid BCI-based shared control (HB-SC)
   method for brain-controlled robot navigation. Hybrid BCI fuses
   electroencephalogram (EEG) and electromyography (EMG) for mental state
   monitoring and interactive control to output human perception and
   decision. The shared control based on multisensory fusion integrates the
   special obstacle information perceived by humans with the regular
   environmental information perceived by the robot. In this process, valid
   BCI commands are screened by mental state assessment and output to a
   layered costmap for fusion. Results: Eight subjects participated in the
   navigation experiment with dynamically changing mental state levels to
   validate the effects of a hybrid brain-computer interface through two
   shared control modes. The results show that the proposed HB-SC reduces
   collisions by 37.50\%, improves the success rate of traversing obstacles
   by 25.00\%, and the navigation trajectory is more consistent with
   expectations. Conclusions: The HB-SC method can dynamically and
   intelligently adjust command output according to different brain states,
   helping to reduce errors made by subjects in a unstable mental state,
   thereby greatly enhancing the system's safety.",JOURNAL OF NEUROSCIENCE METHODS,,Article,10.1016/j.jneumeth.2024.110280,,,,"Zhang, Ziqi and Li, Mengfan and Wei, Ran and Liao, Wenzhe and Wang,
   Fuyong and Xu, Guizhi",,2.0,WOS:001407947500001,,,paper,research on shared control of robots based on hybrid brain computer interface,10.1016/j.jneumeth.2024.110280,https://doi.org/10.1016/j.jneumeth.2024.110280,https://doi.org/10.1016/j.jneumeth.2024.110280,160.381,citations=2; year=2024; risk_terms=3; physical_terms=5; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.jneumeth.2024.110280,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S0165027024002255,text/html;charset=UTF-8,,card_reference_limit_5
1.088,66,PHYSBENCH-REF-0104,휴머노이드 충돌력 초과 (Humanoid collision-force exceedance),3,collision;manipulation,83,,2025,"Memory-driven deep-reinforcement learning for autonomous robot
   navigation in partially observable environments","Service robots with autonomous navigational capabilities playa critical
   role in dynamic contexts where safe and collision-free human
   interactions are important. However, the unpredictable nature of human
   behavior, the prevalence of occlusions and the lack of complete
   environmental perception due to sensor limitations can severely restrict
   effective robot navigation. We propose a memory-driven algorithm that
   employs deep reinforcement learning to enable collision-free proactive
   navigation in partially observable environments. The proposed method
   takes the relative states of humans within a limited FoV and sensor
   range as input into the neural network. The model employs a
   bidirectional gated recurrent unit as a temporal function to
   strategically incorporate the previous context of input sequences and
   facilitate the assimilation of the observations. This approach allows
   the model to assign greater attention to intricate human-robot
   relations, allowing abetter understanding of the ever-changing dynamics
   within an environment. Simulations and experimental outcomes validate
   the efficacy of the policy-based navigation approach. It achieves
   superior collision avoidance performance compared to representative
   existing methods and exhibits efficient navigation by incorporating the
   limitations of sensors during training.",ENGINEERING SCIENCE AND TECHNOLOGY-AN INTERNATIONAL JOURNAL-JESTECH,,Article,10.1016/j.jestch.2024.101942,,,,"Montero, Estrella and Pico, Nabih and Ghergherehchi, Mitra and Song, Ho
   Seung",,10.0,WOS:001411072100001,,,paper,memory driven deep reinforcement learning for autonomous robot navigation in partially observable environments,10.1016/j.jestch.2024.101942,https://doi.org/10.1016/j.jestch.2024.101942,https://doi.org/10.1016/j.jestch.2024.101942,168.571,citations=10; year=2025; risk_terms=2; physical_terms=4; prestige_venue=mandatory_candidate,https://doi.org/10.1016/j.jestch.2024.101942,True,200.0,https://linkinghub.elsevier.com/retrieve/pii/S2215098624003288,text/html;charset=UTF-8,,one_new_ref_per_card_this_pass
